#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GetAltIronThroneName_The_White_Throne;The White Throne;;;;El Trono Blanco;;;;;;;;;x
GetAltIronThroneName_The_Black_Throne;The Black Throne;;;;El Trono Negro;;;;;;;;;x
GetAltIronThroneName_The_Silver_Throne;The Silver Throne;;;;El Trono de Plata;;;;;;;;;x
GetAltIronThroneName_The_Red_Throne;The Red Throne;;;;El Trono Rojo;;;;;;;;;x
GetAltIronThroneName_The_Summer_Throne;The Summer Throne;;;;El Trono del Verano;;;;;;;;;x
GetAltIronThroneName_The_Winter_Throne;The Winter Throne;;;;El Trono del Invierno;;;;;;;;;x
GetAltIronThroneName_The_Ice_Throne;The Ice Throne;;;;El Trono de Hielo;;;;;;;;;x
GetAltIronThroneName_The_Fire_Throne;The Fire Throne;;;;El Trono de Fuego;;;;;;;;;x
GetAltIronThroneName_The_Great_Throne;The Great Throne;;;;El Gran Trono;;;;;;;;;x
setting_random_scenario_iron_throne;The Iron Throne;;;;El Trono de Hierro;;;;;;;;;x
setting_random_scenario_iron_throne_tooltip;Generates a realm somewhere in the world based upon the Iron Throne. The realm will be up to 8 kingdoms in size and mostly religiously uniform.\n\n - Requires §Y'De Jure Kingdoms and Empires'§! be set to 'Random'.;;;;Genera un territorio en algún lugar en el mundo basado en el Trono de Hierro. El territorio tendrá hasta 8 Reinos y será en su mayoría religiosamente uniforme.\n\n - Requiere §Y'De Jure Reinos e Imperios'§! colocado como 'Al Azar'.;;;;;;;;;x
setting_num_dragons;Number of Dragons;;;;Número de Dragones;;;;;;;;;x
setting_num_dragons_tooltip;Determines how common Dragons are.\n\n - If the §Ydragon game rule§! is set to disable dragons this will have no effect.;;;;Determina cuan comunes son los Dragones.\n\n - Si la §Ynormas en juego de los dragones§! tiene desactivados los Dragones, esta opción no tendrá efecto.;;;;;;;;;x
setting_num_dragons_none;None;;;;Ninguno;;;;;;;;;x
setting_num_dragons_none_tooltip;No dragons are generated;;;;Ningún Dragón es generado;;;;;;;;;x
setting_num_dragons_few;Few;;;;Pocos;;;;;;;;;x
setting_num_dragons_few_tooltip;A number of dragons are generated similar to the time of Aegon's Conquest. (Approximately 1-7);;;;El número de Dragones generado será similar al existente en los tiempos de la Conquista de Aegon. (Aproximadamente 1-7);;;;;;;;;x
setting_num_dragons_normal;Normal;;;;Normal;;;;;;;;;x
setting_num_dragons_normal_tooltip;A number of dragons are generated similar to the time of the Dance of the Dragons. (Approximately 8-20);;;;El número de Dragones generado será similar al existente en los tiempos de la Danza de los Dragones. (Aproximadamente 8-20);;;;;;;;;x
setting_num_dragons_many;Many;;;;Muchos;;;;;;;;;x
setting_num_dragons_many_tooltip;A larger number of dragons are generated. (Approximately 20-40);;;;Un gran número de Dragones será generado. (Aproximadamente 20-40);;;;;;;;;x
setting_num_dragons_zenith;Zenith;;;;Cénit;;;;;;;;;x
setting_num_dragons_zenith_tooltip;A number of dragons are generated similar to the time of the Freehold. (Approximately 40-75);;;;El número de Dragones generado será similar al existente en los tiempos del Feudo Franco de Valyria. (Aproximadamente 40-75);;;;;;;;;x
setting_num_dragons_widespread;Huge;;;;Muchísimos;;;;;;;;;x
setting_num_dragons_widespread_tooltip;A huge number of dragons are generated. (Approximately 75-150);;;;Una enorme cantidad de Dragones será generada. (Aproximadamente 75-150);;;;;;;;;x
setting_num_dragons_all;Overload;;;;Excesivo;;;;;;;;;x
setting_num_dragons_all_tooltip;An even more massive number of dragons are generated. (Approximately 150-300);;;;Una excesiva cantidad de Dragones será generada. (Aproximadamente 150-300);;;;;;;;;x
setting_ruins;Ruins;;;;Ruinas;;;;;;;;;x
setting_ruins_tooltip;Determines what percentage of provinces start as ruins;;;;Determina el porcentage de Provincias que empezarán como Ruinas;;;;;;;;;x
setting_base_value_buildings;Base Value Buildings;;;;Valor Base de los Edificios;;;;;;;;;x
setting_base_value_buildings_tooltip;Determines whether holdings start with random base value buildings levels;;;;Determina si las Propiedades (castillos, villas, etc) empezarán con un número aleatorio de edificios base;;;;;;;;;x
setting_base_value_buildings_on;On;;;;On;;;;;;;;;x
setting_base_value_buildings_on_tooltip;Base values are present, and are generated randomly in a random holding set up.\n\n - If the §Ysymmetrical start rule§! is set to on this will have no effect.;;;;Los valores base están presentes, y son generados aleatoriamente estableciendo Propiedades al azar.\n\n - Si la §Ynorma de inicio simétrico§! es escogida esto no tendrá efecto.;;;;;;;;;x
setting_base_value_buildings_off;Off;;;;Off;;;;;;;;;x
setting_base_value_buildings_off_tooltip;Base values are not present, and are removed in a historical holding set up.;;;;Los valores base no están presentes, y son eliminados siguiendo las Propiedades historicas del canon;;;;;;;;;x
setting_random_holdings_historical;Historical;;;;Histórico;;;;;;;;;x
setting_random_holdings_historical_tooltip;The type of holdings present is unchanged from canon;;;;Los tipos de Propiedades presentes no serán cambiadas y serán fieles al canon;;;;;;;;;x
setting_random_scenario_nights_watch;The Night's Watch;;;;La Guardia de la Noche;;;;;;;;;x
setting_random_scenario_nights_watch_tooltip;This generates 'wildling' style cultures north of The Wall, and may either spawn the Night's Watch or wildling rulers who have conquered The Wall.;;;;Esta opción genera culturas 'salvajes' al norte del Muro, y también puede que genere la Guardia de la Noche o gobernantes salvajes que hayan conquistado El Muro.;;;;;;;;;x
setting_pirates;Pirates;;;;Piratas;;;;;;;;;x
setting_pirates_tooltip;Determines how common Pirates are.;;;;Determina cuan común son los Piratas;;;;;;;;;x
setting_pirates_none;None;;;;Ninguno;;;;;;;;;x
setting_pirates_none_tooltip;No pirates are generated;;;;No se generan Piratas;;;;;;;;;x
setting_pirates_canon;Canon;;;;Canon;;;;;;;;;x
setting_pirates_canon_tooltip;Pirates are generated in The Stepstones, Basilisk Isles and Dagger Lake;;;;Piratas son generados en los Peldaños de Piedra, las Islas Basilisco y  el Lago Daga;;;;;;;;;x
setting_pirates_random_low;Random (Normal);;;;Al Azar (Normal);;;;;;;;;x
setting_pirates_random_low_tooltip;Pirates are generated in 1-2 random coastal regions;;;;Piratas son generados en 1-2 regiones costeras Al Azar;;;;;;;;;x
setting_pirates_random_medium;Random (High);;;;Al Azar (Alto);;;;;;;;;x
setting_pirates_random_medium_tooltip;Pirates are generated in 3-4 random coastal regions;;;;Piratas son generados en 3-4 regiones costeras Al Azar;;;;;;;;;x
setting_pirates_random_high;Random (Higher);;;;Al Azar (Muy Alto);;;;;;;;;x
setting_pirates_random_high_tooltip;Pirates are generated in 5-8 random coastal regions;;;;Piratas son generados en 5-8 regiones costeras Al Azar;;;;;;;;;x
setting_pirates_pirate_world;Pirate World;;;;Mundo Pirata;;;;;;;;;x
setting_pirates_pirate_world_tooltip;Pirates are generated in nearly ALL coastal regions;;;;Piratas son generados en casi TODAS las regiones costeras;;;;;;;;;x
setting_random_scenario_noble_oligarchies;Noble Oligarchies;;;;Oligarquías Nobiliarias;;;;;;;;;x
setting_random_scenario_noble_oligarchies_tooltip;Generates a small number of Noble Oligarchies throughout the world. ;;;;Genera un pequeño número de Oligarquías Nobiliaras alrededor del mundo;;;;;;;;;x
setting_canon_dynasties;Canon Houses;;;;Casas Canon;;;;;;;;;x
setting_canon_dynasties_tooltip;Determines whether the canon houses of Westeros are distributed throughout the world;;;;Determina si las Casas Canon de Poniente serán distribuidas alrededor del mundo;;;;;;;;;x
setting_canon_dynasties_culture;Culture;;;;Cultura;;;;;;;;;x
setting_canon_dynasties_culture_tooltip;The canon houses of Westeros are distributed randomly amongst only their canon cultures (or random name equivalent);;;;Las Casas Canon de Poniente son distribuidas Al Azar teniendo en cuenta sus culturas Canon (o su nombre Al Azar equivalente);;;;;;;;;x
setting_canon_dynasties_full_random;Full Random;;;;Completamente Al Azar;;;;;;;;;x
setting_canon_dynasties_full_random_tooltip;The canon houses of Westeros are distributed randomly throughout the world regardless of culture;;;;Las Casas Canon de Poniente son distribuidas Al Azar teniendo en cuenta sin tener en cuenta sus culturas;;;;;;;;;x
setting_canon_dynasties_off;Off;;;;Off;;;;;;;;;x
setting_canon_dynasties_off_tooltip;The canon houses of Westeros are NOT distributed throughout the world;;;;Las Casas Canon de Poniente no son distribuidas alrededor del mundo;;;;;;;;;x
