EVT_OPT_combat_trait.5_martial;And [From.GetHerHis] understanding of theoretical warfare is better;Il semble que sa compréhension de la guerre et de ses stratégies soit bonne.;;;Ahora [From.GetHerHis] comprende los fundamentos y estrategias de la guerra.;;;;;;;;;x
EVT_OPT_combat_trait.5_cruel;However, [From.GetSheHe] often has to be pulled of weaker opponents;Cependant, [From.GetSheHe] a souvent rencontré des adversaires plus faibles.;;;Sin embargo, [From.GetSheHe] ha solido luchar con rivales más débiles que él.;;;;;;;;;x
EVT_OPT_combat_trait.5_nothing;The training is evidently paying off!;L'entraînement est entrain de payer !;;;¡El entrenamiento está dando sus frutos!;;;;;;;;;x
EVT_OPT_combat_trait.5_lustful_man;Many of the maids around the court are playing attention to him now;Désormais, nombre de jouvencelles de la cour semblent lui prêter attention.;;;Muchas doncellas de la corte han comenzado a prestarle atención.;;;;;;;;;x
EVT_OPT_combat_trait.5_lustful_woman;Many of the lads around court are paying attention to her now;Désormais, nombre de jeunes hommes de la cour semblent lui prêter attention.;;;Muchos mozos de la corte han comenzado a prestarle atención.;;;;;;;;;x
EVTDESCcombat_trait.6;My father forced me to train with him... I didn't want to, but I did learn something. Luckily I didn't get hurt!;Mon père m'a forcé à m'entrainer avec lui… Je ne voulais pas, mais j'ai appris quelque chose. Heureusement, je n'ai pas été blessé !;;;Mi padre me ha obligado a entrenarme con él. No quería, pero aprendí un poco. ¡Milagrosamente, no he acabado herido!;;;;;;;;;x
EVTOPTAcombat_trait.6;I am glad I have improved.;Je suis content de m'être amélioré.;;;Me alegro de haber mejorado.;;;;;;;;;x
force_train_son_1;Force to Train;Forcer à s'entrainer.;;;Obligado a entrenar;;;;;;;;;x
force_train_son_2;Force [This.GetTitledFirstName] to train.;Forcer [This.GetTitledFirstName] à s'entrainer.;;;Obligar a [This.GetTitledFirstName] a entrenar;;;;;;;;;x
force_train_son_3;Force [This.GetTitledFirstName] to train.;Forcer [This.GetTitledFirstName] à s'entrainer.;;;Obligar a  [This.GetTitledFirstName] a entrenar;;;;;;;;;x
force_train_son_4;Force [This.GetTitledFirstName] to train.;Forcer [This.GetTitledFirstName] à s'entrainer.;;;Obligar a  [This.GetTitledFirstName] a entrenar;;;;;;;;;x
force_train_son_1_desc;As [Root.GetHerHis] [GetFromRelation] you can force [Root.GetTitledFirstName] to learn how to fight, by teaching [Root.GetHerHim] yourself.;En tant que son(a) [From.GetRootRelation] vous pouvez forcer [This.GetTitledFirstName] à apprendre à se battre en lui enseignant vous-même.;;;Como vuestr[From.GetOA] [From.GetRootRelation], podéis obligar a [This.GetTitledFirstName] a aprender a luchar, enseñándole vos mism[From.GetOA].;;;;;;;;;x
force_train_son_2_desc;Force [This.GetTitledFirstNameWithDynastyAndTitleNoRegnal] to keep learning how to fight, by teaching him yourself.;Forcer [This.GetTitledFirstNameWithDynastyAndTitleNoRegnal] à continuer d'apprendre à se battre, en lui enseignant vous-même. ;;;Obligar a [This.GetTitledFirstNameWithDynastyAndTitleNoRegnal] a que continúe aprendiendo a luchar, enseñándole vos mism[From.GetOA].;;;;;;;;;x
force_train_son_3_desc;Force [This.GetTitledFirstNameWithDynastyAndTitleNoRegnal] to keep learning how to fight, by teaching him yourself.;Forcer [This.GetTitledFirstNameWithDynastyAndTitleNoRegnal] à continuer apprendre à se battre, en lui enseignant vous-même. ;;;Obligar a [This.GetTitledFirstNameWithDynastyAndTitleNoRegnal] a que continúe aprendiendo a luchar, enseñándole vos mism[From.GetOA].;;;;;;;;;x
force_train_son_4_desc;Force [This.GetTitledFirstNameWithDynastyAndTitleNoRegnal] to keep learning how to fight, by teaching him yourself.;Forcer [This.GetTitledFirstNameWithDynastyAndTitleNoRegnal] à continuer apprendre à se battre, en lui enseignant vous-même. ;;;Obligar a [This.GetTitledFirstNameWithDynastyAndTitleNoRegnal] a que continúe aprendiendo a luchar, enseñándole vos mismo.;;;;;;;;;x
TOOLTIPforce_train_son;Has a greater fighting skill than [Root.GetFirstName]\n;A de meilleurs aptitudes au combat que [Root.GetFirstName]\n;;;Tiene mejores aptitudes para el combate que [Root.GetFirstName]\n;;;;;;;;;x
EVTDESCcombat_trait.7;The sword in my hand seems heavier and heavier every year...;L'épée dans ma main semble de plus en plus lourde à chaque année qui passe…;;;La espada que sostengo en la mano parece más pesada cada año que pasa...;;;;;;;;;x
#EVTDESC5550113;Under the Master-at-Arms's guidance, my young [From.GetRootRelation], [From.GetFirstName], is slowly mastering the art of swordsmanship.;Grâce à mes conseils, mon jeune [From.GetRootRelation], [From.GetFirstName], commence lentement à maîtriser l'art du combat à l'épée.;;;Gracias a mis consejos, mi joven [From.GetRootRelation], [From.GetFirstName], comienza lentamente a dominar el arte de la esgrima.;;;;;;;;;x
#EVTOPTA5550113;Good;Bien;;;Bien;;;;;;;;;x
EVTTITLEob_martial_event.1;Child's Combat Prowess Improves;L'enfant s'améliore au maniement des armes;;;El niño mejora en el manejo de armas.;;;;;;;;;x
EVTDESCjob_martial_event.1;I have trained my liege's children in the art of swordsmanship;J'ai formé l'enfant de mon suzerain au maniement de l'épée.;;;He entrenado al hijo de mi Señor en el arte de la esgrima.;;;;;;;;;x
EVTOPTAjob_martial_event.1;Excellent;Excellent.;;;Excelente.;;;;;;;;;x
TOOLTIPjob_martial_event.2;[Root.Liege.GetTitledFirstName] shall be informed of young [This.GetFirstName]'s progress;[Root.Liege.GetTitledFirstName] sera informer des progères du(e la) jeune [This.GetFirstName].;;;[Root.Liege.GetTitledFirstName] será informado de los progresos [This.GetDelDela] joven [This.GetFirstName].;;;;;;;;;x
EVTDESCjob_martial_event.2;These past few weeks, [From.GetTitledFirstName] has been drilling me in the use of swords and lances. The instruction has been hard and stern, but my prowess has increased!;Ces dernières semaines, [From.GetTitledFirstName] m'a formé au maniement des épées et des lances. L'instruction était dure et mon professeur sévère, mais j'ai grandmeent progressé ! ;;;Estas últimas semanas, [From.GetTitledFirstName] me ha instruido en el manejo de las espada y lanza. ¡La instrucción ha sido dura y mi profesor severo, pero he progresado enormemente!;;;;;;;;;x
EVTOPTAjob_martial_event.2;[From.GetSheHeCap] is a fine teacher;[From.GetSheHeCap] est un bon(ne) professeur.;;;[From.GetSheHeCap] es un buen profesor.;;;;;;;;;x
EVTDESCjob_martial_event.3;[Root.PrimaryTitle.GetFOA], I have been instructing young [From.GetFirstName] in the ways of sword and lance as requested. I am pleased to say [From.GetSheHe] appears to be a natural, [From.GetHerHis] martial prowess has improved greatly over recent weeks.\n\nYour humble Master of Arms,\n[FromFrom.GetTitledName];[Root.PrimaryTitle.GetFOA], comme vous me l'avez demandé j'ai formé le(a) jeune [From.GetFirstName] au maniement de l'épée et de la lance. Je suis heureux de vous annoncer qu'[From.GetSheHe] s'est grandment amélioré dans ce domaine durant les dernière semaine.\n\nVotre humble maître d'armes,\n[FromFrom.GetTitledName];;;[Root.PrimaryTitle.GetFOA], como me pidió, he estado formando a [From.GetFirstName] en el manejo de la espada y la lanza. Estoy orgulloso de anunciaros que [From.GetSheHe] ha mejorado enormemente en las últimas semanas.\n\nVuestro humilde Maestro de Armas,\n[FromFrom.GetTitledName];;;;;;;;;x
EVTOPTAjob_martial_event.3;[From.GetFirstName] shall make a fine warrior;[From.GetFirstName] fera un bon combattant;;;[From.GetFirstName] será un buen soldado.;;;;;;;;;x
EVTTITLEjob_martial_event.4;Child hates training;L'enfant hait l'entrainement;;;El niño odia el entrenamiento.;;;;;;;;;x
EVTDESCjob_martial_event.4;My liege's children have not been enjoying my instruction in swords and lances...;L'enfant de mon suzerain n'a pas apprécié mon entrainement au maniement de l'épée et de la lance…;;;El hijo de mi Señor no aprecia mi entrenamiento en el manejo de la espada y la lanza...;;;;;;;;;x
EVTOPTAjob_martial_event.4;How can they not enjoy it?;Comment peut-il ne pas aimer ?;;;¿Cómo pueden disfrutar esto?;;;;;;;;;x
TOOLTIPjob_martial_event.5;[Root.Liege.GetTitledFirstName] shall be informed of [This.GetFirstName]'s progress;[Root.Liege.GetTitledFirstName] sera informé des progères de [This.GetFirstName].;;;[Root.Liege.GetTitledFirstName] será informad[Root.GetOA] del progreso de [This.GetFirstName].;;;;;;;;;x
EVTDESCjob_martial_event.5;These past few weeks, [From.GetTitledFirstName] has been drilling me in the use of swords and lances, and it has been terrible. It is all far too violent, I'd much rather study scrolls with the Maester.;Ces dernières semaines, [From.GetTitledFirstName] m'a formé au maniement des épées et des lances. C'était terrible. C'est bien trop violent, je ferais mieux d'étudier des parchemins avec le mestre. ;;;Estas últimas semanas, [From.GetTitledFirstName] me ha instruido en el manejo de las espada y lanza. Ha sido terrible. Demasiado violento para mi, preferiría estudir los pergaminos con el Maestre.;;;;;;;;;x
EVTOPTAjob_martial_event.5;I hate jousting!;Je hais la lice !;;;¡Odio las justas!;;;;;;;;;x
EVTDESCjob_martial_event.6;[Root.PrimaryTitle.GetFOA], I have been instructing young [From.GetFirstName] in the ways of sword and lance, and [From.GetSheHe] is not cooperating. All [From.GetSheHe] does is gripe and moan about a few scrapes and cuts, [From.GetSheHe]'d rather read a scroll than fight in a joust.\n\nYour humble Master of Arms,\n[FromFrom.GetTitledName];[Root.PrimaryTitle.GetFOA], comme on me l'a demandé j'ai formé le(a) jeune [From.GetFirstName] au maniement de l'épée et de la lance mais [From.GetSheHe] n'est pas coopératif(ve). Tout ce qu'[From.GetSheHe] fait c'est gémir et se plaindre de quelques égratignures. [From.GetSheHe] préférerais lire un parchemin plutôt que de se battre dans une lice.\n\nVotre humble maître d'armes,\n[FromFrom.GetTitledName];;;[Root.PrimaryTitle.GetFOA], como me pidió, he estado formando a [From.GetFirstName] en el manejo de la espada y la lanza. Pero [From.GetSheHe] no coopera, todo lo que hace es quejarse. [From.GetSheHe] preferiría leer pergaminos que batirse en una justa.\n\nVuestro humilde Maestro de Armas,\n[FromFrom.GetTitledName];;;;;;;;;x
EVTOPTAjob_martial_event.6;[From.GetFirstName] is too soft;[From.GetFirstName] est trop délicat.;;;[From.GetFirstName] es demasiado blando.;;;;;;;;;x
TOOLTIPforce_train_sonSUCCESS;The training is a success\n;L'entrainement est un succès\n;;;El entrenamiento es un éxito\n;;;;;;;;;x
TOOLTIPforce_train_sonFAIL;The training fails\n;L'entrainement est un échec\n;;;El entrenamiento es un fracaso\n;;;;;;;;;x
force_trained;Force Trained;Entrainé de force;;;Forzado a Entrenar;;;;;;;;;x
training_son;Force Training Child;Entrainer de force un enfant;;;Niño Forzado a Entrenar;;;;;;;;;x
EVTOPTBcombat_trait.7;Lord of Light, lend me your fire!;Maître de la Lumière, donne moi ton feu !;;;¡Señor de la Luz, dadme tu fuego!;;;;;;;;;x
TOOLTIPcombat_trait.7RHLLOR;[This.GetTitledFirstName] uses the fires to preserve your strength\n;[This.GetTitledFirstName] utilise les feux pour préserver vos forces\n;;;[This.GetTitledFirstName] utiliza los fuegos para preservar vuestras fuerzas\n;;;;;;;;;x
EVTOPTAcombat_trait.7;I feel old;Je me sens vieux.;;;Me siento viejo;;;;;;;;;x
