#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
WARNING: SPOILERS ARE IN THIS FILE;;;;;;;;;;;;;;x
EVTDESC999900230;Stannis ASoS- Placeholder;Stannis ASoS- Maître de la place;;;Stannis ASoS- Marcador de posición;;;;;;;;;x
TOOLTIPaegons_landing.3;will attempt to subdue you by force\n;va tenter de vous soumettre par la force\n;;;intentará subyugarte por la fuerza\n;;;;;;;;;x
EVTDESCaegons_landing.3;[Root.PrimaryTitle.GetFOA], [From.GetFirstNameWithDynasty] has refused your demand for his fealty and has taken up arms. ;[Root.PrimaryTitle.GetFOA], [From.GetFirstNameWithDynasty] a refusé de vous jurer fidélité et a pris les armes. ;;;[Root.PrimaryTitle.GetFOA], [From.GetFirstNameWithDynasty] ha rechazado juraros lealtad y a tomado las armas. ;;;;;;;;;x
EVTOPTAaegons_landing.2;We shall show them the might of our dragons;Nous leur montrerons la puissance de nos dragons;;;Les mostraremos el poder de nuestros dragones;;;;;;;;;x
EVTDESCaegons_landing.4;Another kingdom has been conquered, who shall submit to the true Lord of the Seven kingdoms next?;Un autre royaume a été conquis. Qui sera le prochain à se soumettre au véritable seigneur des Sept Couronnes?;;;Otro reino ha sido conquistado. Cuál será el siguiente a someterse al verdadero Señor de los Siete Reinos?;;;;;;;;;x
EVTOPTDaegons_landing.1;The Vale will do me fealty next;Le Val sera le prochain à me jurer fidélité;;;El Valle será el próximo en jurarme lealtad;;;;;;;;;x
EVTOPTEaegons_landing.1;Strike North at the First Men!;Prenons le Nord aux Premiers Hommes!;;;Tomaremos el Norte de los Primeros Hombres!;;;;;;;;;x
EVTOPTFaegons_landing.1;Dorne shall be next;Dorne sera le prochain;;;Dorne será el próximo;;;;;;;;;x
EVTDESCaegons_landing.410;Another city has been conquered, who shall submit to the Emperor of Valyria next?;Une autre cité a été conquise, qui seront les prochains à se soumettre à l'Empereur de Valyria ? ;;;Otra ciudad ha sido conquistada, cuál será la próxima a someterse al Emperador de Valyria? ;;;;;;;;;x
EVTOPTEaegons_landing.111;I will strike at Lys!;Je frapperai Lys !;;;Atacaré Lys!;;;;;;;;;x
EVTOPTHaegons_landing.111;Distant Lorath will submit;La lointaine Lorath sera la prochaine.;;;La lejana Lorath será la próxima.;;;;;;;;;x
EVTOPTFaegons_landing.111;Qohor and their goat will do me fealty;Qohor et sa chèvre me jureront bientôt fidélité.;;;Qohor y su cabra me jurarán pronto fidelidad.;;;;;;;;;x
EVTOPTGaegons_landing.111;Strike North at Norvos!;Au Nord ! Norvos tombera !;;;Al Norte! Norvos caerá!;;;;;;;;;x
EVTOPTIaegons_landing.111;Mighty Volantis shall be in the Empire;La puissante Volantis se doit de faire partie de l'Empire.;;;La poderosa Volantis debe ser parte del Imperio.;;;;;;;;;x
EVTDESCaegons_landing.5;The Lords of Cracklaw Point have long resisted the overlordship of outsiders, but surely if I sent my sister Visenya to demand their submission they would have no choice but to bend the knee before the Dragons?;Les seigneurs de Claquepince ont longtemps résisté à l'autorité des étrangers, mais si j'envoie ma soeur Visenya pour demander leur soumission, ils n'auront sûrement pas d'autre choix que de plier le genou avant l'arrivée des Dragons. ;;;Los señores de Punta Zarpa Rota han resisitido a la autoridad de los extranjeros, pero si envío a mi hermana Visenya para pedir su sumisión, no tendrán otra opción que doblar la rodilla ante la llegada de los dragones. ;;;;;;;;;x
EVTOPTAaegons_landing.5;They will submit;Ils se soumettront;;;Se someterán;;;;;;;;;x
TOOLTIPaegons_landing.5;Visenya will demand their submission;Visenya va demander qu'ils se soumettent;;;Visenya pedirá que se sometan;;;;;;;;;x
EVTTITLEaegons_landing.6;Gates of Oldtown;Portes de Villevieille;;;Puertas de Antigua;;;;;;;;;x
EVTDESCaegons_landing.6;The conquest of the Reach is complete, Highgarden now swears fealty to the dragon, and next we march to Oldtown. There the High Septon of the Faith of the Seven, upon hearing of my landing in Westeros, fasted and prayed for seven days and nights under the dome of the Starry Sept in Oldtown. He then announced that the Faith would not have them oppose us, because the Crone had shown him that to do so would mean the destruction of Oldtown in dragonflame. Lord Hightower heeded his advice and has opened the gates of Oldtown to my host. If I were to now convert to the Seven, the people of Westeros would most likely cease to resist, but should I abandon the Gods of Old Valyria, the Gods that granted us dominion over the Dragons?;La Conquête du Bief est terminée, Hautjardin jure désormais fidélité au dragon et nous marchons désormais sur Villevieille. Là, le Grand Septon de la Foi des Sept, en entendant parler de mon débarquement, s'est mis à jeûner et à prier pendant sept jours et sept nuits sous le dôme du Septuaire Etoilé de Villevieille. Lorsqu'il eut terminé, il annonça que la Foi ne s'opposerait pas à nous, l'Aïeule lui a révélé qu'une telle hardiesse ne mènerait qu'à la destruction de Villevieille par le feudragon. Lord Hightower a tenu compte de son conseil et a ouvert les portes de Villevieille à mon armée. Si je venais à me convertir aux Sept, le peuple de Westeros arrêterait sûrement de me résister, mais devrais-je abandonner les Dieux de l'Antique Valyria, ceux qui nous ont octroyé le contrôle des Dragons?;;;La Conquista del Dominio ha terminado, Altojardín ha jurado fideilidad al dragón y marchamos hacia Antigua. Allí, el Septón Supremo de la Fe de los Siete, al escuchar sobre la llegada de Aegon y sus hermanas, ayunó y oró durante siete días y siete noches bajo la bóveda estrellada del septo de Antigua. Luego anunció que la Fe no se nos opondría, porque la Vieja le había mostrado que lo contrario significaría la destrucción de Antigua a favor de los dragones. Lord Manfred Hightower ha tenido en cuanta su consejo y ha abierto las puertas de Antigua a mi ejército. Si me convirtiese a la Fe de los Siete, el pueblo de Poniente dejaría de resistirse contra mi, pero debería abandonar a los Dioses de la Antigua Valyria, que nos han otrogado el control de los dragones?;;;;;;;;;x
EVTOPTAaegons_landing.6;It is the prudent thing to do;C'est la chose la plus prudente à faire;;;Sería lo más prudente;;;;;;;;;x
EVTOPTBaegons_landing.6;No, I am the blood of Old Valyria;Non, je suis le sang de l'Antique Valyria;;;No, yo soy de la sangre de la Antigua Valyria;;;;;;;;;x
EVTTITLEaegons_landing.61;Conquest of Volantis;Conquête de Volantis;;;Conquista de Volantis;;;;;;;;;x
EVTDESCaegons_landing.61;Volantis has fallen. My armies have stormed the Black Wall of Old Volantis, breaking these mongrel Valyrians who will now give me fealty as their rightful [Root.GetTitle].\n\nHowever, all is still not well in the city. The High Priest at the Temple of the Lord of Light has yet to endorse me as ruler of the city, barricading himself in the temple behind his army of the Fiery Hand. He has declared only once I have embraced the one true god R'hllor will he support me, and if I do I will surely earn the favour of this Red God...;Volantis est tombée. Mes armées ont brisé le Mur Noir de l'Antique Volantis, mettant ainsi ces bâtards de Valyriens à genou et les forçant à me jurer fidélité en tant que leur [Root.GetTitle] légitime.\n\nCependant, tout ne va pas pour le mieux dans la cité. Le Grand Prêtre du Temple du Maître de la Lumière refuse de me reconnaître comme maître de la ville. Il s'est barricadé dans le temple, protégé par son armée de la Main Ardente. Il a déclaré qu'il ne me reconnaîtrait que le jour où j'embrasserai la foi du véritable dieu R'hllor, et qu'en faisant cela je gagnerai les faveurs du Dieu Rouge... ;;;Volantis ha caído. Mis ejércitos han quebrado la Muralla Negra de la Antigua Volantis, poniendo de rodillas a estos mestizos valyrios y forzándolos a jurarme lealtad como su [Root.GetTitle] legítimo.\n\nSin embargo, no todo va bien en la ciudad. El Sumo Sacerdote del Templo del Señor de Luz rechaza reconocerme como Señor de la ciudad. Se ha parapetado en el templo, protegido por su ejército de la Mano Llameante. Ha declarado que no me reconocerá hasta el día que abrace la fe del verdadero dios R'hllor, y que cuando lo haga ganaré el favor del Dios Rojo... ;;;;;;;;;x
establish_kingsguard;Establish Kingsguard;Créer la Garde Royale;;;Crear la Guardia Real;;;;;;;;;x
establish_kingsguard_desc;A King needs a personal bodyguard, and what could be more holy than having seven such protectors, sworn to protect my person?;Un Roi a besoin d'une garde personnelle et qu'est-ce qui peut être plus sacré que sept protecteurs jurant de protéger ma personne?;;;Un Rey necesita una guardia personal y qué puede ser más sagrado que siete protectores juramentados para proteger mi persona?;;;;;;;;;x
TOOLTIPESTABLISHKG;The Kingsguard shall be founded, and you shall select your first member;La Garde Royale va être fondée et vous allez choisir ses premiers membres;;;Se creará la Guardia Real y elegirás sus primeros miembros;;;;;;;;;x
EVTDESCaegons_landing.7;The Faith burns strong within me, I must do all within my Kingly power to honour the Gods. If I were to build a new Sept upon Visenya's Hill, a Sept great in scale and magnificent to behold, the Gods would surely bless me.;La Foi brûle en moi avec ardeur, je dois tout faire avec mon pouvoir royal pour honorer les Dieux. Si je devais construire un nouveau septuaire sur la Colline de Visenya, un septuaire immense et magnifique à contempler, alors les Dieux me béniraient sûrement. ;;;La Fe arde en mi interior, debo hacer todo lo que pueda con mi poder real para honrar a los Dioses. Si constuyera un nuevo septo en la Colina de Visenya, un septo inmenso y magnífico para contemplar, los Dioses seguramente me bendecirían.;;;;;;;;;x
EVTOPTAaegons_landing.7;Yes, the Faith must have a great seat!;Oui, la Foi se doit d'avoir un grand siège!;;;Sí, la Fe debe tener una gran sede!;;;;;;;;;x
EVTOPTBaegons_landing.7;They already have a sept;Ils ont déjà un septuaire;;;Ya tienen un septo;;;;;;;;;x
TOOLTIPaegons_landing.8;A great new sept will be built and will be bestowed upon the Faith;Un nouveau et immense septuaire va être construit et offert à la Foi;;;Un nuevo e inmenso septo será construido y ofrecido a la Fe;;;;;;;;;x
EVTDESCaegons_landing.8;Your Holiness, in a most pious action, [From.GetTitledName] has seen fit to build a great new Sept for the faith in King's Landing.;Votre Sainteté, dans un geste des plus pieux, [From.GetTitledName] a jugé bon de construire un nouveau et grand septuaire pour la Foi à Port-Réal.;;;Su Santidad, en un gesto de los más piadosos, [From.GetTitledName] ha juzgado a bien construir un nuevo y grande septo para la Fe en Desembarco del Rey.;;;;;;;;;x
EVTOPTAaegons_landing.8;He will be truly blessed;Il sera véritablement béni;;;El será verdaderamente bendecido;;;;;;;;;x
EVTTITLEaegons_landing.9;A New Kingdom;Un Nouveau Royaume;;;Un Nuevo Reino;;;;;;;;;x
EVTDESCaegons_landing.9;The conquest is complete. I have taken the swords of a thousand defeated foes and forged a great throne with them using the dragon-breath of Balerion the Black Dread. It is a mighty throne, one which my followers are already calling the Iron Throne, but where shall it be placed? In the great city of Oldtown? At Dragonstone? Or maybe a great new seat for the Dragon Kings...;La Conquête est achevée. J'ai rassemblé les lames de mille adversaires que j'ai défaits et j'ai forgé un grand trône avec elles en utilisant les feux de Balerion la Terreur noire. C'est un trône puissant et imposant que mes gens appellent déjà le Trône de Fer, mais où vais-je le mettre? Dans la grande cité de Villevieille? A Peyredragon? Ou peut-être dans un nouveau lieu fait pour les Rois Dragons... ;;;La Conquista ha finalizado. He reunido las espadas de miles de mis adversarios derrotados y he forjado un gran trono con ellas utilizando el fuego de Balerion, el Terror Negro. Es un trono imponente que la gente está llamando el Trono de Hierro, pero dónde lo pondré? En la gran ciudad de Antigua? En Rocadragón? O tal vez en un nuevo lugar hecho para los Reyes Dragón... ;;;;;;;;;x
EVTOPTAaegons_landing.9;I shall build a new citadel for the Kings;Je vais construire une nouvelle citadelle pour les Rois;;;Construiré una nueva ciudadela para los Reyes;;;;;;;;;x
EVTOPTBaegons_landing.9;It should be at Dragonstone, our ancestral seat;Cela ne peut se trouver qu'à Peyredragon, notre domaine ancestral;;;Debería estar en Rocadragón, nuestro dominio ancestral;;;;;;;;;x
EVTOPTCaegons_landing.9;Oldtown shall be my seat;Villevieille sera le siège de mon pouvoir;;;Antigua será la sede de mi poder;;;;;;;;;x
EVTTITLEaegons_landing.90;A New Empire;Un Nouvel Empire;;;Un Nuevo Imperio;;;;;;;;;x
EVTDESCaegons_landing.90;The conquest is complete. I have taken the swords of a thousand defeated foes and forged their blades into a great throne using the dragon-breath of Balerion the Black Dread. It is a mighty throne fit for an Emperor, one which my followers are already calling the Iron Throne, but where shall it be placed? ;La conquête est achevée. J'ai rassemblé les lames de mille adversaires que j'ai défaits et j'ai forgé un grand trône avec elles en utilisant les feux de Balerion la Terreur noire. C'est un trône puissant et imposant pour un Empereur et que mes gens appellent déjà le Trône de Fer, mais où vais-je le mettre?;;;La Conquista ha finalizado. He reunido las espadas de miles de mis adversarios derrotados y he forjado un gran trono con ellas utilizando el fuego de Balerion, el Terror Negro. Es un trono imponente para un Emperador que la gente está llamando el Trono de Hierro, pero dónde lo pondré?;;;;;;;;;x
EVTOPTAaegons_landing.90;Pentos is a good location;Pentos est un bon endroit;;;Pentos es un buen lugar;;;;;;;;;x
EVTOPTCaegons_landing.90;Volantis is the grandest of them all;Volantis est la plus grande des cités;;;Volantis es la más grande de las ciudades;;;;;;;;;x
EVTOPTDaegons_landing.90;Myr is where I shall reside;Myr est l'endroit où je résiderai;;;Myr será el ugar donde viviré;;;;;;;;;x
EVTDESCaegons_landing.10;[Root.PrimaryTitle.GetFOA], we have completed the latest expansion to the Red Keep. The castle upon Aegon's High Hill is becoming a mighty fortress. \n\nYour humble servant,\n[Root.job_treasurer.GetTitledFirstName];[Root.PrimaryTitle.GetFOA], nous avons achevé les dernières extensions du Donjon Rouge. Le château sur la Grande Colline d'Aegon est devenu une puissante forteresse. \n\nVotre humble serviteur,\n[Root.job_treasurer.GetTitledFirstName];;;[Root.PrimaryTitle.GetFOA], hemos completado las últimas ampliaciones de la Fortaleza Roja. El castillo sobre la Colina Alta de Aegon se ha convertido en una poderosa ciudadela. \n\nVuestro humilde servidor,\n[Root.job_treasurer.GetTitledFirstName];;;;;;;;;x
EVTOPTAaegons_landing.10;Excellent work;Excellent travail;;;Excelente trabajo;;;;;;;;;x
EVTDESCaegons_landing.11;[Root.PrimaryTitle.GetFOA], we have completed the latest upgrades to the fortifications of King's Landing. Many people flock to the city as a consequence, for its safety and prosperity.\n\nYour humble servant,\n[Root.job_treasurer.GetTitledFirstName];[Root.PrimaryTitle.GetFOA], nous avons achevé les dernières améliorations des fortifications de Port-Réal. Beaucoup de gens affluent vers la ville sûre et prospère.\n\nVotre humble serviteur,\n[Root.job_treasurer.GetTitledFirstName];;;[Root.PrimaryTitle.GetFOA], nous avons achevé les dernières améliorations des fortifications de Port-Réal. Muchas personas acude a una ciudad que es segura y próspera.\n\nVuestro humilde servidor,\n[Root.job_treasurer.GetTitledFirstName];;;;;;;;;x
EVTOPTAaegons_landing.10;It shall become a truly great city;Excellent travail;;;Se convertirá en una gran ciudad;;;;;;;;;x
EVTDESCaegons_landing.12;[Root.PrimaryTitle.GetFOA], the latest batch of war ships for the Royal Fleet you commissioned is complete, our power at sea is now formidable.\n\nYour humble servant,\n[master_of_ships.GetTitledFirstName];[Root.PrimaryTitle.GetFOA], les derniers navires de guerre que vous avez demandés pour la Flotte Royale viennent d'être achevés, notre puissance maritime est formidable.\n\nVotre humble serviteur,\n[master_of_ships.GetTitledFirstName];;;[Root.PrimaryTitle.GetFOA], los últimos navíos de guerra que pedistéis para la Flota Real se han completado, nuestro poder naval es grande.\n\nVuestro humilde servidor,\n[master_of_ships.GetTitledFirstName];;;;;;;;;x
EVTOPTAaegons_landing.12;All fear the Royal Fleet;Tous craignent la flotte royale;;;Todos temen a la Flota Real;;;;;;;;;x
expand_red_keep;Expand the Red Keep;Agrandir le Donjon Rouge;;;Ampliar la Fortaleza Roja;;;;;;;;;x
expand_red_keep_desc;The Red Keep is still below the size and power befitting a King, we can start an expansion to increase its size;Le Donjon Rouge est toujours en deça de la taille et de la puissance qui sied à une forteresse royale, nous pouvons commencer la construction d'une extension pour l'agrandir;;;La Fortaleza Roja no tiene el tamaño y el poder que corresponde a una fortaleza real, podemos comenzar la construcción para ampliarla.;;;;;;;;;x
TOOLTIPKL_expand_red_keep;[Root.job_treasurer.GetTitledFirstName] will oversee the expansion of the Red Keep, which will take a number of years\n;[Root.job_treasurer.GetTitledFirstName] va surveiller l'extension du Donjon Rouge, ce qui prendra un certain nombre d'années\n;;;[Root.job_treasurer.GetTitledFirstName] supervisará la ampliación de la Fortaleza Roja, lo que tomará varios años\n;;;;;;;;;x
expand_fortifications;Improve the Fortifications of King's Landing;Améliorer les fortifications de Port-Réal;;;Mejorar las fortificaciones de Desembarco del Rey;;;;;;;;;x
expand_fortifications_desc;Every great city needs sufficient defenses, improving the walls and towers of King's Landing will address this, and attract more people to the city.;Toutes les grandes villes ont besoin de défenses suffisantes, améliorer et renforcer les murs et les tours de Port-Réal répondra à ce besoin et attirera plus de gens dans la ville.;;;Todas las grandes ciudades necesitan defensas adecuadas, mejorar y reforzar las murallas y torres de Desembarco del Rey responderá a esta necesidad y atraerá a mucha gente a la ciudad.;;;;;;;;;x
TOOLTIPKL_expand_fortifications;[Root.job_treasurer.GetTitledFirstName] will oversee the improvment of King's Landing's fortifications, which will take a number of years\n;[Root.job_treasurer.GetTitledFirstName] va surveiller les améliorations des fortifications de Port-Réal, ce qui prendra un certain nombre d'années\n;;;[Root.job_treasurer.GetTitledFirstName] supervisará las mejoras en las fortificaciones de Desembarco del Rey, lo que tomará varios años\n;;;;;;;;;x
expand_navy;Expand the Royal Fleet;Agrandir la flotte royale;;;Ampliar la Flota Real;;;;;;;;;x
expand_navy_desc;If we are to hold this new Kingdom together we will need much power at sea, so we can project power to the far reachs of Westeros. We should commission a new batch of warships to address this.;Si nous voulons tenir ce nouveau royaume uni, il va nous falloir une force navale digne de ce nom, comme cela nous pourrons rapidement envoyer des troupes aux confins de Westeros. Nous devrions ordonner la construction de nouveaux navires de guerre pour atteindre cet objectif.;;;Si queremos mantener a este nuevo reino unido, debemos tener una fuerza naval digna de su nombre que podamos enviar rápidamente tropas a las fronteras de Poniente. Deberíamos ordenar la construcción de nuevos navíos de guerra para lograr este objetivo.;;;;;;;;;x
TOOLTIPKL_expand_navy;[Root.job_treasurer.GetTitledFirstName] will oversee the building of new warships for the Royal Fleet, which will take a number of years\n;[Root.job_treasurer.GetTitledFirstName] va surveiller la construction de nouveaux navires de guerres pour la flotte royale, ce qui prendra un certain nombre d'année\n;;;[Root.job_treasurer.GetTitledFirstName] supervisará la construcción de los nuevos navíos de guerra para la Flota Real, lo que tomará varios años\n;;;;;;;;;x
EVTDESCaegons_landing.13;Orys Baratheon, the loyal warrior sworn to House Targaryen, has been a key leader in our invasion. Perhaps we should reward him by awarding him the lands of the late Storm King Argilac and granting him a marriage with his daughter Argella?;Orys Baratheon, le loyal guerrier ayant juré fidélité à la Maison Targaryen, a été un élément clé dans notre conquête. Peut-être devrions nous le récompenser en lui offrant les terres du dernier Roi de l'Orage Argilac et le marier à sa fille Argella?;;;Orys Baratheon, el leal guerrero que juró lealtad a la casa Targaryen, ha sido un elemento clave en nuestra conquista. Tal vez deberíamos recompensarle ofreciéndole las tierras del último Rey de la Tormenta Argilac y casarlo con su hija Argella?;;;;;;;;;x
EVTOPTAaegons_landing.13;Yes, he has been a leal sevrant;Oui, il a été un loyal serviteur;;;Sí, ha sido un leal servidor;;;;;;;;;x
EVTOPTBaegons_landing.13;No, they must go to a native lord;Non, ils doivent revenir à seigneur du lieu;;;No, las tierras deberían ser para algún Señor nativo;;;;;;;;;x
create_e_iron_throne;Proclaim Kingdom of Westeros;Proclamer le Royaume de Westeros;;;Proclamar el Reino de Poniente;;;;;;;;;x
