#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_fairmill;Fairmill;Belmoulin;Fairmill;;Molino Nidorratón;;;;;;;;;x
d_harrenhal;Harrenhal;Harrenhal;Harrenhal;;Harrenhal;;;;;;;;;x
c_goodbrook;Goodbrook;Bonru;Goodbrook;;Buenarroyo;;;;;;;;;x
b_goodbrook;Goodbrook;Bonru;Goodbrook;;Buenarroyo;;;;;;;;;x
c_harrenhal;Harrenhal;Harrenhal;Harrenhal;;Harrenhal;;;;;;;;;x
b_harrenhal;Harrenhal;Harrenhal;Harrenhal;;Harrenhal;;;;;;;;;x
b_harrentown;Harrentown;Ville-Harren;Harrentown;;Villa Harren;;;;;;;;;x
b_upstream;Upstream;Amont;Upstream;;Piedra Líquida;;;;;;;;;x
c_willowwood;Willow Wood;Bois de Saule;Willow Wood;;Bosque de Sauces;;;;;;;;;x
b_willowwood;Willow Wood;Bois de Saule;Willow Wood;;Bosque de Sauces;;;;;;;;;x
b_willowhill;Willow Hill;Colline des Saules;Willow Hill;;Fuerte del Sauce;;;;;;;;;x
c_atranta;Atranta;Atranta;Atranta;;Atranta;;;;;;;;;x
b_atranta;Atranta;Atranta;Atranta;;Atranta;;;;;;;;;x
c_shoreham;Shoreham;Rivechair;Shoreham;;Cascadas Bravas;;;;;;;;;x
b_whitewalls;Whitewalls;Murs-blancs;Whitewalls;;Lechera;;;;;;;;;x
c_esgaroth;Butterwell;;;;Butterwell;;;;;;;;;x
b_tumblersfalls;Tumbler's Falls;Chutes de Tumbler;Tumbler's Falls;;Cascada del Volatinero;;;;;;;;;x
d_riverrun;Riverrun;Vivesaigues;Riverrun;;Aguasdulces;;;;;;;;;x
c_kanet;Golden Hills;;;;Colinas Doradas;;;;;;;;;x
b_underhillcastle;Underhill Castle;Château Soucolline;Underhill Castle;;Charca Cenagosa;;;;;;;;;x
c_turnbridge;Turnbridge;Tournepont;Turnbridge;;Bosque Susurrante;;;;;;;;;x
b_turnbridge;Turnbridge;Tournepont;Turnbridge;;Bosque Susurrante;;;;;;;;;x
c_riverrun;Riverrun;Vivesaigues;Riverrun;;Aguasdulces;;;;;;;;;x
b_riverrun;Riverrun;Vivesaigues;Riverrun;;Aguasdulces;;;;;;;;;x
b_riverrunsept;Riverrun;Vivesaigues;Riverrun;;Aguasdulces;;;;;;;;;x
c_branstone;Branstone;Branpier;Branstone;;Colina Hueca;;;;;;;;;x
b_branstoneholdfast;Branstone Holdfast;Fort Branpier;Branstone Holdfast;;Fuerte Colina Hueca;;;;;;;;;x
b_branstone;Branstone;Branpier;Branstone;;Pedregal;;;;;;;;;x
c_lolliston;Lolliston;Lolliston;Lolliston;;Molino Quemado;;;;;;;;;x
b_lolliston;Lolliston;Lolliston;Lolliston;;Bosque de Donnel;;;;;;;;;x
d_blackwood;Blackwood;Nerbosc;Blackwood;;Valle Bosquenegro;;;;;;;;;x
c_maidstone;Maidstone;Viergepierre;Maidstone;;Árbol de la Moneda;;;;;;;;;x
b_maidstone;Maidstone;Viergepierre;Maidstone;;Árbol de la Moneda;;;;;;;;;x
c_blackrush;Blackrush;Torrent Noir;Blackrush;;Árbol de la Miel;;;;;;;;;x
b_halterfalls;Halterfalls;Chutes de Halter;Halterfalls;;Árbol de la Miel;;;;;;;;;x
c_fairmarket;Fairmarket;Beaumarché;Fairmarket;;Buenabasto;;;;;;;;;x
b_fairmarket;Fairmarket;Beaumarché;Fairmarket;;Buenabasto;;;;;;;;;x
c_blackwoodvale;Blackwood Vale;Vallée de Nerbosc;Blackwood Vale;;Valle Bosquenegro;;;;;;;;;x
b_raventreehall;Raventree Hall;Corneilla;Raventree Hall;;Árbol de los Cuervos;;;;;;;;;x
b_raventreehall_temple;Raventree Hall;Corneilla;Raventree Hall;;Árbol de Cuervos;;;;;;;;;x
b_lushton;Mudgrave;Tomballuve;;;Latumba;;;;;;;;;x
d_southstone;Southstone;Pierresud;Southstone;;Piedrasur;;;;;;;;;x
c_stonehedge;Stone Hedge;Haye-Pierre;Stone Hedge;;Seto de Piedra;;;;;;;;;x
b_stonehedge;Stone Hedge;Haye-Pierre;Stone Hedge;;Seto de Piedra;;;;;;;;;x
b_lambswold;Lambswold;Plan-d'Agne;Lambswold;;Altozano de los Corderos;;;;;;;;;x
c_highheart;High Heart;Noblecoeur;High Heart;;Alto Corazón;;;;;;;;;x
b_highheart;High Heart;Noblecoeur;High Heart;;Alto Corazón;;;;;;;;;x
c_medway;Lychester;Lychester;Medway;;Danza de Sally;;;;;;;;;x
b_castlelynchester;Castle Lychester;Fort-Lychester;Castle Lynchester;;Fuerte Gallardo;;;;;;;;;x
b_medway;Lychester;Lychester;Medway;;Posada del Arrodillado;;;;;;;;;x
b_sallydance;Sallydance;Forlane;Sallydance;;Danza de Sally;;;;;;;;;x
d_wayfarersrest;Wayfarer's Rest;Bel Accueil;Wayfarer's Rest;;Descanso del Caminante;;;;;;;;;x
c_wayfarersrest;Wayfarer's Rest;Bel Accueil;Wayfarer's Rest;;Descanso del Caminante;;;;;;;;;x
b_wayfarersrest;Wayfarer's Rest;Bel Accueil;Wayfarer's Rest;;Descanso del Caminante;;;;;;;;;x
d_acornsridge;Acorn's Ridge;Glanmonte;Acorn's Ridge;;Princesa Rosada;;;;;;;;;x
c_pinkmaiden;Pinkmaiden;Château-Rosières;Pinkmaiden;;Princesa Rosada;;;;;;;;;x
b_pinkmaidencastle;Pinkmaiden Castle;Château-Rosières;Pinkmaiden Castle;;Catillo Princesa Rosada;;;;;;;;;x
c_acornhall;Acorn Hall;La Glandée;Acorn Hall;;Torreón Bellota;;;;;;;;;x
b_acornhall;Acorn Hall;La Glandée;Acorn Hall;;Torreón Bellota;;;;;;;;;x
b_greenfield_a;Threepenny Wood;Threepenny Wood;Threepenny Wood;;Bosque Tresmonedas;;;;;;;;;x
c_stoneysept;Stoney Sept;Pierremoûtier;Stoney Sept;;Septo de Piedra;;;;;;;;;x
b_greystoneholdfast;Grey Stone Holdfast;Fort de Pierregrise;Grey Stone Holdfast;;Torreón de Piedragrís;;;;;;;;;x
b_stoneysept;Stoney Sept;Pierremoûtier;Stoney Sept;;Septo de Piedra;;;;;;;;;x
b_belltower;Belltower;Campanile;Belltower;;Campanario;;;;;;;;;x
d_bayofclaws;The Bay of Crabs;Baie des Crabes;Bay of Claws;;Bahía de los Cangrejos;;;;;;;;;x
c_harrowaystown;Harroway's Town;Lord Herpivoie-Ville;Harroway's Town;;Aldea de Lord Harroway;;;;;;;;;x
b_harroway;Harroway Tower;Herpivoie;Harroway;;Torreón Harroway;;;;;;;;;x
b_lordharrowaystown;Lord Harroway's Town;Lord Herpivoie-Ville;Lord Harroway's Town;;Aldea de Lord Harroway;;;;;;;;;x
b_riverbend;Riverbend;Courberive;Riverbend;;Meandro;;;;;;;;;x
c_saltpans;Saltpans;Salins;Saltpans;;Salinas;;;;;;;;;x
b_saltpansholdfast;Saltpans Holdfast;Fort-Salins;Saltpans Holdfast;;Fortín de Salinas;;;;;;;;;x
b_saltpans;Saltpans;Salins;Saltpans;;Salinas;;;;;;;;;x
b_quietisle;Quiet Isle;Île de Repose;Quiet Isle;;Isla Tranquila;;;;;;;;;x
d_willowwood;Willow Wood;Willow Wood;DarryWillow Wood;;Bosque de Sauces;;;;;;;;;x
c_darry;Darry;Darry;Darry;;Darry;;;;;;;;;x
b_castledarry;Castle Darry;Darry-le-Château;Castle Darry;;Castillo de Darry;;;;;;;;;x
b_nutten;Nutten;Nutten;Nutten;;Nogal;;;;;;;;;x
b_innatthecrossroads;Inn at the Crossroads;Auberge du carrefour;Inn at the Crossroads;;Posada de la Encrucijada;;;;;;;;;x
c_maidenpool;Maidenpool;Viergétang;Maidenpool;;Poza de la Doncella;;;;;;;;;x
b_maidenpool;Maidenpool;Viergétang;Maidenpool;;Poza de la Doncella;;;;;;;;;x
b_riverturn;Riverturn;Printanière;Riverturn;;Riverturn;;;;;;;;;x
b_sarwyckkeep;Turnbridge Keep;Fort Tournepont;Turnbridge Keep;;Fuerte Susurrante;;;;;;;;;x
b_fairmarketcastle;Fairgates;Belportes;;;Torre de Buenabasto;;;;;;;;;x
b_maidenpoolcastle;Poolguard;Gardétang;;;Guardapoza;;;;;;;;;x
b_riverruntown;Riverview;Rivevue;;;El Rapto;;;;;;;;;x
b_maidtown;Maidmountain;Monts de la Jouvencelle;;;Lavadero de la Viuda;;;;;;;;;x
b_underhilltown;Underhill;Soucolline;;;Piedras Saltarinas;;;;;;;;;x
b_graveshamkeep;Graveshamhall;Lapide;;;Sepulturas;;;;;;;;;x
b_shawneytown;Shawneytown;Shawney;;;Pezgato;;;;;;;;;x
b_moorville;Moortown;Landeville;;;Pantano de la Bruja;OJO;;;;;;;;x
b_eaglestown;Eaglestown;Aiglon;;;Aguilar;;;;;;;;;x
b_erenfordtown;Spiderwood;Spiderwood;;;Bosquearaña;;;;;;;;;x
b_wycombetown;Wyctown;Wycbourg;;;Los Halcones;;;;;;;;;x
b_wycombetown2;Combetown;Combe;;;Buendrenaje;;;;;;;;;x
b_goodbrooktown;Brooks;Rus;;;Buentorrente;;;;;;;;;x
b_goodbrooktown2;Lakeshore;Rivelac;;;Ribera;;;;;;;;;x
b_swamplake;Donnelwood;Donnelwood;;;Bosque de Donnel;;;;;;;;;x
b_waterford;Sludgy Pond;Sludgy Pond;;;Charca Cenagosa;;;;;;;;;x
b_bybushmill;Widow's Ford;Gué de la Veuve;;;Vado de la Viuda;;;;;;;;;x
b_rosemallowpond;Misty Isle;;;;Isla Brumosa;;;;;;;;;x
b_marblelake;Marblelake;Marbrelac;;;Anzuelo Dorado;;;;;;;;;x
b_lakehaven;Lakehaven;Lac du Refuge;;;Abrevadero;;;;;;;;;x
b_fiftyford;Fiftyford;Cent-Gués;;;Vado Antiguo;;;;;;;;;x
b_redwoodmeadow;Redwood Meadow;Rougebois;;;Sapo Negro;;;;;;;;;x
b_elmbridge;Elmbridge;Pontorme;;;Nenúfar Blanco;;;;;;;;;x
b_aubourn;Aubourn;Finerive;;;Cauce Fino;;;;;;;;;x
b_crossways;Crossways;La Croisée des Chemins;;;Cruce de Olmos;;;;;;;;;x
b_knightwick;Knightwick;Destrier;;;Anillo Dorado;;;;;;;;;x
b_frogpool;Rushing Falls;Rushing Falls;;;Cascadas Bravas;;;;;;;;;x
b_salmonby;Crossed Elms;Saumonel;;;Olmos Cruzados;;;;;;;;;x
b_broadfield;Longleaf;Longleaf;;;Hojalarga;;;;;;;;;x
b_ferrybridge;Ferrybridge;Pont des Barques;;;Puente del Barquero;;;;;;;;;x
b_brockhall;Brockhall;Brock;;;Espiral de Seda;;;;;;;;;x
b_halfway;Halfway;Mi-Sentier;;;Bosque de Lorgen;;;;;;;;;x
b_mudford;Mudford;Noirgué;;;Molino del Señor;;;;;;;;;x
b_scrafield;Scrafield;Chamvent;;;La Savia;;;;;;;;;x
b_oldgodshill;Honeytree;La Miélaie;;;Forjavieja;;;;;;;;;x
b_woodford;Muddy Hall;Fort d'Alluve;;;Castelbarro;;;;;;;;;x
b_broadstream;Sweetwillow;Sweetwillow;;;Sauce Dulce;;;;;;;;;x
b_riverinn;River Inn;Auberge du Fleuve;;;Posada del Río;;;;;;;;;x
b_maidfalls;Maidfalls;Chute de la Jouvencelle;;;La Hebilla;;;;;;;;;x
b_brokerstream;Brokerstream;Brisecours;;;Colina Verde;;;;;;;;;x
b_scrafstone;Scrafstone;Mouillepierre;;;Arce;;;;;;;;;x
b_acornkeep;Acornkeep;L'Eglantier;;;Fondonegro;;;;;;;;;x
b_lollistonkeep;Lollistonkeep;Fort Lolliston;;;Molino Quemado;;;;;;;;;x
b_brightbridge;Brightbridge;Brillepont;;;Molino Maízmolido;;;;;;;;;x
b_martlethill;Martlet Hill;Colline de Martlet;;;Posada del Vencejo;;;;;;;;;x
b_silversprings;Silversprings;Printargent;;;Fuenteplata;;;;;;;;;x
b_moorkeep;Silversprings;Fort-Rivage;;;Atalaya de la Bruja;;;;;;;;;x
b_fishville;Fishville;Port-Morue;;;Guardamar;;;;;;;;;x
b_seawatch;Seawatch;Gardemer;;;Torre Retumbante;;;;;;;;;x
b_riverhalt;Riverhalt;Digue;;;Hebilla Negra;;;;;;;;;x
b_smallwood;Smallwood;Petit-Bois;;;Pequeño Sauce;;;;;;;;;x
b_wayfarersrest2;Bechester;Bechester;;;Bechester;;;;;;;;;x
b_wayfarersrest3;Swynford;Swynford;;;Vadopuerco;;;;;;;;;x
b_whentbridge;Whentbridge;Pont-Whent;;;Hito;;;;;;;;;x
c_castlewood;Castlewood;Castelbois;Castlewood;;Castelbosque;;;;;;;;;x
b_castlewood;Castlewood;Castelbois;Castlewood;;Castelbosque;;;;;;;;;x
b_old_beehive;Old Beehive;Vieille-Ruche;Old Beehive;;Colmenar Viejo;;;;;;;;;x
b_three_stones;Three Stones;Trois Pierres;Three Stones;;Tres Piedras;;;;;;;;;x
b_winfield;Winfield;Champvin;Winfield;;Árbol de Plata;;;;;;;;;x
b_castle_acre;Castle Acre;Castel Acre;;;Villar del Río;;;;;;;;;x
b_ringshall;Ringshall;Anneaux;;;Los Anillos;;;;;;;;;x
b_battlesbridge;Battlesbridge;Pont-aux-Batailles;;;Puente Batallas;;;;;;;;;x
b_hampole;Hampole;Hampale;;;Torresgemelas;;;;;;;;;x
b_carcroft;Carcroft;Vieilleferme;;;Puerto Gemelos;;;;;;;;;x
b_firbeck;Firbeck;Firbeck;;;Caudal;;;;;;;;;x
b_hood_green;Hood Green;Céladon;;;El Muérdago;;;;;;;;;x
b_kine_moor_2;Kine Moor;Landiers;;;Tridente Negro;;;;;;;;;x
b_micklebring;Micklebring;Grandon;;;Nido de Juncos;;;;;;;;;x
b_seagard_sept;Seagard;Salvemer;;;Varamar;;;;;;;;;x
b_rawmarsh;Rawmarsh;Cru-Marais;;;Águila de Plata;;;;;;;;;x
b_silkstone;Silkstone;Piersoie;;;Criptasviejas;;;;;;;;;x
b_letwell;Letwell;Chutepuits;;;Tumbantigua;;;;;;;;;x
b_hunshelf;Hunshelf;Hunshelf;;;Hunshelf;;;;;;;;;x
b_elsecar;Elsecar;Elsecar;;;Brujas;;;;;;;;;x
b_cragg_vale;Cragg Vale;Val Escarpé;;;Valle de Cragg;;;;;;;;;x
b_harrenhal_sept;Harrenhal;Harrenhal;;;Harrenhal;;;;;;;;;x
b_lightcliffe;Lightcliffe;Petite-Falaise;;;Lightcliffe;;;;;;;;;x
b_scarcroft;Scarcroft;Nerferme;;;Scarcroft;;;;;;;;;x
b_rastrick;Rastrick;Rastrick;;;Rastrick;;;;;;;;;x
b_oakworth;Oakworth;Richechêne;;;Oakworth;;;;;;;;;x
b_lofthouse;Lofthouse;Grenier;;;Lofthouse;;;;;;;;;x
b_havercroft;Havercroft;Havreferme;;;Havercroft;;;;;;;;;x
b_greetland;Greetland;Bel-Accueil;;;Greetland;;;;;;;;;x
b_birdsedge;Birdsedge;Perchoir;;;Birdsedge;;;;;;;;;x
b_brakenhill;Brakenhill;Colline Bracken;;;Aposento;;;;;;;;;x
b_hartshead;Fieldstone;Fieldstone;;;Fieldstone;;;;;;;;;x
b_notton;Notton;Notton;;;Barril de Roble;;;;;;;;;x
b_woodhedge;Woodhedge;Haye-en-bois;;;Sotobosque;;;;;;;;;x
b_battle_valley;Battle Valley;Vallée-des-Batailles;;;Valle de la Batalla;;;;;;;;;x
b_crossbow_ridge;Crossbow Ridge;Crête de l'Arbalète;;;Cerro Ballesta;;;;;;;;;x
b_claypool;Claypool;Argilétang;;;Lagobarro;;;;;;;;;x
b_oxenhope;Oxenhope;Bouviers;;;Las Tetas;;;;;;;;;x
b_liversedge;Liversedge;Bordefoies;;;Tricolor;;;;;;;;;x
b_fairmarket_sept;Fairmarket;Beaumarché;;;Buenabasto;;;;;;;;;x
b_crossflatts;Crossflatts;Croisiers;;;Serpientes Gemelas;;;;;;;;;x
b_stonehedge_sept;Stonehedge;Haye-Pierre;;;Seto de Piedra;;;;;;;;;x
b_waspwood;Waspwood;Bois-aux-Guêpes;;;Bosque de la Avispa;;;;;;;;;x
b_rutting_meadow;Rutting Meadow;Pré-du-Rut;;;Prado de la Monta;;;;;;;;;x
b_ryhill;Ryhill;Collille;;;Anillo de Tocones;;;;;;;;;x
b_crigglestone;Crigglestone;Rochecrête;;;Garragallo;;;;;;;;;x
b_brookfoot;Brookfoot;Ruspied;;;Hospital;;;;;;;;;x
b_ferrybridge;Ferrybridge;Pont des Barques;;;Los Puentes;;;;;;;;;x
b_acornhall_sept;Acorn Hall;La Glandée;;;Torreón Bellota;;;;;;;;;x
b_fulneck;Fulneck;Fulneck;;;Bellotas;;;;;;;;;x
b_stoneysept_sept;Stoney Sept;Pierremoûtier;;;Piedra;;;;;;;;;x
b_gowdall;Gowdall;Héronier;;;Caballo Bicéfalo;;;;;;;;;x
b_cowden;Cowden;Vacheret;;;Gaviotablanca;;;;;;;;;x
b_fangfoss;Fangfoss;Les Crocs;;;Labriega;;;;;;;;;x
b_maidenpool_sept;Maidenpool;Viergétang;;;Poza de la Doncella;;;;;;;;;x
b_huggate;Huggate;Porte-Etreinte;;;Salmón;;;;;;;;;x
b_lelley;Lelley;Lelloy;;;Falconera;;;;;;;;;x
b_harswell;Harswell;Harpuits;;;Cristalina;;;;;;;;;x
b_kilpin;Kilpin;Cassepin;;;Bancodearena;;;;;;;;;x
b_molescroft;Molescroft;Taupinière;;;Aguamusgosa;;;;;;;;;x
b_reedness;Reedness;Roseau;;;Rueda de Molino;;;;;;;;;x
b_warter;Warter;Reau;;;Anura;;;;;;;;;x
b_wycombe_sept;Wycombe;Vylcombe;;;Valdehalcón;;;;;;;;;x
b_esgaroth_sept;Esgaroth;Esgaroth;;;Murosblancos;;;;;;;;;x
b_shoreham;Shoreham;Rivechair;;;Cascadas Bravas;;;;;;;;;x
b_cowstone;Briarwhite;Vachepierre;;;Aldea del Ojo de Dioses;;;;;;;;;x
b_butter_hall;Butter Hall;Baratte;;;Murosblancos;;;;;;;;;x
b_harroway_sept;Harroway's Town;Herpivoie-ville;;;Aldea de Lord Harroway;;;;;;;;;x
b_darry_sept;Darry;Darry;Darry;;Darry;;;;;;;;;x
b_pinkmaidensept;Pinkmaiden;Château-Rosières;Pinkmaiden;;Princesa Rosada;;;;;;;;;x
b_muddleshaw;Muddleshaw;Paillegaille;;;Las Gaitas;;;;;;;;;x
b_hawick;Hawick;Hawick;;;Hawick;;;;;;;;;x
b_fairstead;Fairstead;Foireterre;;;Puentefirme;;;;;;;;;x
d_brotherhood;The Brotherhood Without Banners;La Fraternité sans Banière;;;La Hermandad sin Estandartes;;;;;;;;;x
d_brotherhood_adj;Brotherhood;Fraternité;;;Hermandad;;;;;;;;;x
b_peasedale;Peasedale;;;;Peasedale;;;;;;;;;x
b_crossfort;Crossfort;;;;Crossfort;;;;;;;;;x
c_northlands;Northlands;;;;Northlands;;;;;;;;;x
d_tumblestone;Tumblestone;;;;Piedra Caída;;;;;;;;;x
d_esgaroth;Butterwell;Lit de Joncs;Esgaroth;;Butterwell;;;;;;;;;x
b_mummersford;Mummer's Ford;;;;Vado del Titiritero;;;;;;;;;x
b_lakehall;Lakehall;Lakehall;Lakehall;;Lakehall;;;;;;;;;x
d_gods_eye;The Gods Eye;;;;;;;;;;;;;x
c_gods_eye;Godsfort;;;;;;;;;;;;;x
b_gods_town;Godstown;;;;;;;;;;;;;x

