#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_blueburn;Blueburn;Brûle-Bleue;Blueburn;Blueburn;Fuegoazul;;;;;;;;;x
c_appleton;Appleton;Pommebourg;Appleton;Appleton;Appleton;;;;;;;;;x
b_appleton_keep;Appleton Keep;;;;Fortaleza de Appleton;;;;;;;;;x
C_STRICKLAND;Strickland;;;;Strickland;;;;;;;;;x
c_grassy_vale;Grassy Vale;Herbeval;Grassy Vale;Grassy Vale;Valdehierba;;;;;;;;;x
c_hastwyck;Hastwyck;Hastwyck;Hastwyck;Hastwyck;Hastwyck;;;;;;;;;x
d_the_shield_isles;The Shield Isles;Les îles Boucliers;The Shield Isles;The Shield Isles;Las Islas Escudo;;;;;;;;;x
c_greenshield;Greenshield;Bouclier Vert;Greenshield;Greenshield;Escudo Verde;;;;;;;;;x
c_greyshield;Greyshield;Bouclier Gris;Greyshield;Greyshield;Escudo Gris;;;;;;;;;x
c_oakenshield;Oakenshield;Bouclier de Chêne;Oakenshield;Oakenshield;Escudo de Roble;;;;;;;;;x
c_southshield;Southshield;Bouclier du Sud;Southshield;Southshield;Escudo del Sur;;;;;;;;;x
d_highgarden;Highgarden;Hautjardin;Highgarden;Highgarden;Altojardín;;;;;;;;;x
c_highgarden;Highgarden;Hautjardin;Highgarden;Highgarden;Altojardín;;;;;;;;;x
c_westbrook;Westbrook;Ouestrus;Westbrook;Westbrook;Arroyo del Oeste;;;;;;;;;x
c_smallwood;Smallwood;Petibois;Smallwood;Smallwood;Smallwood;;;;;;;;;x
c_manderford;Manderford;Mandergué;Manderford;Manderford;Vado del Mander;;;;;;;;;x
c_bardshome;Bardshome;Bardelieu;Bardshome;Bardshome;Tres Cantores;;;;;;;;;x
d_cockleswhent;Cockleswhent;Coquelle;Cockleswhent;Cockleswhent;Los Mejillones;;;;;;;;;x
c_new_barrel;New Barrel;La Tonnelle;New Barrel;New Barrel;Nuevo Barril;;;;;;;;;x
c_ashford;Ashford;Cendregué;Ashford;Ashford;Vado Ceniza;;;;;;;;;x
c_yelshire;Yelshire;Yelshire;Yelshire;Yelshire;Yelshire;;;;;;;;;x
c_starpike;Starpike;Stellepique;Starpike;Starpike;Picaestrella;;;;;;;;;x
d_brightwater;Brightwater;Rubriant;Brightwater;Brightwater;Aguasclaras;;;;;;;;;x
c_norcross;Norcross;Norcroix;Norcross;Norcross;Cruz del Norte;;;;;;;;;x
c_dunnsbridge;Dunnsbridge;Pont Dunn;Dunnsbridge;Dunnsbridge;Pontones;;;;;;;;;x
c_brightwater;Brightwater;Eauclaire;Brightwater;Brightwater;Aguasclaras;;;;;;;;;x
d_west_marches;The Westmarch;La Marche Occidentale;The Westmarch;The Westmarch;La Marca Occidental;;;;;;;;;x
c_darkdell;Darkdell;Noirvallon;Darkdell;Darkdell;Vallesombrío;;;;;;;;;x
c_middlebury;Middlebury;Mitombe;Middlebury;Middlebury;Villamediana;;;;;;;;;x
c_horn_hill;Horn Hill;Corcolline;Horn Hill;Horn Hill;Colina Cuerno;;;;;;;;;x
c_fawn_crag;Fawn Crag;Rocher du Faon;Fawn Crag;Fawn Crag;Risco Zalamero;;;;;;;;;x
c_sommerset;Sommerset;Eté;Sommerset;Sommerset;Floresviejas;;;;;;;;;x
b_cobblestone;Cobblestone;;;;Empedrado;;;;;;;;;x
c_hunt_hills;Hunt Hills;Collines de la Chasse;Hunt Hills;Hunt Hills;Coto de Caza;;;;;;;;;x
d_oldtown;Oldtown;Villevieille;Oldtown;Oldtown;Antigua;;;;;;;;;x
c_bandallon;Bandallon;Bandallon;Bandallon;Bandallon;Bandallon;;;;;;;;;x
c_honeyholt;Honeyholt;Mielbois;Honeyholt;Honeyholt;Sotomiel;;;;;;;;;x
c_blackcrown;Blackcrown;Noircouronne;Blackcrown;Blackcrown;Corona Negra;;;;;;;;;x
c_oldtown;Oldtown;Villevieille;Oldtown;Oldtown;Antigua;;;;;;;;;x
c_uplands;Uplands;Hautesterres;Uplands;Uplands;Tierras Altas;;;;;;;;;x
c_threetowers;Three Towers;Trois Tours;Threetowers;Threetowers;Tres Torres;;;;;;;;;x
b_hammerton;Hammerton;;;;Hammerton;;;;;;;;;x
c_sunhouse;Sunhouse;Tournesolaie;Sunhouse;Sunhouse;Refugio del Girasol;;;;;;;;;x
b_high_goblet;High Goblet;;;;Copa Alta;;;;;;;;;x
c_the_ring;The Ring;L'Anneau;The Ring;The Ring;El Anillo;;;;;;;;;x
b_roddenkeep;Roddenkeep;;;;Fuerte Rodden;;;;;;;;;x
c_the_citadel;The Citadel;La Citadelle;The Citadel;The Citadel;La Ciudadela;;;;;;;;;x
c_the_citadel_adj;Citadel;de la Ciadelle;;;de la Ciudadela;;;;;;;;;x
d_the_arbor;The Arbor;La Treille;The Arbor;The Arbor;El Rejo;;;;;;;;;x
c_the_arbor;The Arbor;La Treille;The Arbor;The Arbor;El Rejo;;;;;;;;;x
b_old_oak;Old Oak;Vieux Rouvre;Old Oak;Old Oak;Roble Viejo;;;;;;;;;x
b_goldenleaf;Goldenleaf;Feuilledor;Goldenleaf;Goldenleaf;Hojadorada;;;;;;;;;x
b_flordon;Flordon;Flordon;Flordon;Flordon;Flordon;;;;;;;;;x
b_hemblington;Hemblington;Hemblibourg;Hemblington;Hemblington;Hemblington;;;;;;;;;x
b_nordelph;Nordelph;Nordelph;Nordelph;Nordelph;Nordelph;;;;;;;;;x
b_the_brandyhouse;The Brandyhouse;La Maison-Gnôle;The Brandyhouse;The Brandyhouse;La Casa del Brandy;;;;;;;;;x
b_brandybottom;Brandybottom;Fond-de-Gnôle;Brandybottom;Brandybottom;Aguardiente;;;;;;;;;x
b_chicklade;Chicklade;Poussin;Chicklade;Chicklade;La Granja;;;;;;;;;x
b_redwater_keep;Red Lake;Rougelac;Redwater Keep;Redwater Keep;Lago Rojo;;;;;;;;;x
b_red_lake;Redwater;Rufeau;Red Lake;Red Lake;Aguasrrojas;;;;;;;;;x
b_harvestpool;Harvestpool;Croissandor;Harvestpool;Harvestpool;Poza de la Cosecha;;;;;;;;;x
b_idbury;Idbury;Idbourg;Idbury;Idbury;Idbury;;;;;;;;;x
b_risley_glade;Risley Glade;Nordchamps;Northfield;Northfield;Claro Risley;;;;;;;;;x
b_redding;Redding;Rougy;Redding;Redding;Redding;;;;;;;;;x
b_lockeridge;Lockeridge;Paniers;Lockeridge;Lockeridge;El Cálamo;;;;;;;;;x
b_old_catton;Old Catton;Vieux-Chat;Old Catton;Old Catton;Viejo Catton;;;;;;;;;x
b_goldengrove;Goldengrove;Boisdoré;Goldengrove;Goldengrove;Sotodeoro;;;;;;;;;x
b_sparkleford;Sparkleford;Brillegué;Sparkleford;Sparkleford;Vado Brillante;;;;;;;;;x
b_balmer_mill;Balmer Mill;Meule Balmer;Balmer Mill;Balmer Mill;Molino de Balmel;;;;;;;;;x
b_mapplepress;Mapplepress;Presse de Mappel;Mapplepress;Mapplepress;Mercadal;;;;;;;;;x
b_mundford;Mundford;Mungué;Mundford;Mundford;Vado de Mund;;;;;;;;;x
b_smithyton;Smithyton;Bourg-les-forges;Smithyton;Smithyton;Herrera;;;;;;;;;x
b_coppercross;Coppercross;Cuivrecroix;Coppercross;Coppercross;Cruce del Cobre;;;;;;;;;x
b_lupinstone;Lupinstone;Pierloup;Lupinstone;Lupinstone;Roca Lupina;;;;;;;;;x
b_stairfoot;Stairfoot;Escaliers;Stairfoot;Stairfoot;Escaleras;;;;;;;;;x
b_ivy_hall;Ivy Hall;Sallierre;Ivy Hall;Ivy Hall;Salón de Hiedra;;;;;;;;;x
b_mallow_end;Mallow End;Mauvefin;Mallow End;Mallow End;Enredadera;;;;;;;;;x
b_gatcombe;Gatcombe;Gatcombe;Gatcombe;Gatcombe;Gatcombe;;;;;;;;;x
b_stoford;Stoford;Stogué;Stoford;Stoford;Stoford;;;;;;;;;x
b_coldmoat;Coldmoat;Froide-Douve;Coldmoat;Coldmoat;Fosafría;;;;;;;;;x
b_webberton;Webberton;Tissebourg;Webberton;Webberton;Webberton;;;;;;;;;x
b_horseshoe_hill;Horseshoe Hill;Colline du Fer à cheval;Horseshoe Hill;Horseshoe Hill;Colina de la Herradura;;;;;;;;;x
b_barndale;Barndale;Valbarn;Barndale;Barndale;Empedral;;;;;;;;;x
b_dosk;Dosk;Dosk;Dosk;Dosk;Dosk;;;;;;;;;x
b_bulls_keep;Bull's Keep;Fort-Taureau;Bull's Keep;Bull's Keep;Refugio del Cuatrero;;;;;;;;;x
b_little_dosk;Little Dosk;Petit Dosk;Little Dosk;Little Dosk;Pequeña Dosk;;;;;;;;;x
b_dunecross;Dunecross;Dunecroix;Dunecross;Dunecross;Cruce de las Dunas;;;;;;;;;x
b_standfast;Standfast;Piéferme;Standfast;Standfast;Tiesa;;;;;;;;;x
b_leafy_lake;Leafy Lake;Lac Feuillu;Leafy Lake;Leafy Lake;Lago Frondoso;;;;;;;;;x
b_wats_wood;Wats Wood;Bois de Wats;Wats Wood;Wats Wood;Bosque de Wats;;;;;;;;;x
b_lonely_cave;Lonely Cave;Solitude;Lonely Cave;Lonely Cave;Cueva de la Soledad;;;;;;;;;x
b_nunny;Nunny;Nonnains;Nunny;Nunny;Monjilla;;;;;;;;;x
b_hells_mouth;Hell's Mouth;Bouche de l'Enfer;Hell's Mouth;Hell's Mouth;Boca del Infierno;;;;;;;;;x
b_cantsfield;Cantsfield;Parcelle;Cantsfield;Cantsfield;Campo de la Palabrería;;;;;;;;;x
b_bushy_hall;Bushy Hall;Touffu;Bushy Hall;Bushy Hall;Salón Arbolado;;;;;;;;;x
b_knutston;Knutson;Knutson;Knutson;Knutson;Knutson;;;;;;;;;x
b_nateby;Nateby;Nateby;Nateby;Nateby;Nateby;;;;;;;;;x
b_alden_keep;Alden Keep;Tour Alden;Alden Keep;Alden Keep;Fuerte Alden;;;;;;;;;x
b_greenlanes;Greenlanes;Vertchemin;Greenlanes;Greenlanes;Villaverde;;;;;;;;;x
b_dunsdown;Dunsdown;Villebrune-d'En-Bas;Dunsdown;Dunsdown;Extramuros;;;;;;;;;x
b_the_ring;The Ring;L'Anneau;The Ring;The Ring;El Anillo;;;;;;;;;x
b_roxbridge;Roxbridge;Roxpont;Roxbridge;Roxbridge;Puente de Rox;;;;;;;;;x
b_barleycross;Barleycross;Barleucroix;Barleycross;Barleycross;Cruce de la Cebada;;;;;;;;;x
b_coltishall;Coltishall;Coltis;Coltishall;Coltishall;Salón del Inmaduro;;;;;;;;;x
b_footly_hall;Footly Hall;Piète;Footly Hall;Footly Hall;Salón de Footly;;;;;;;;;x
b_tumbleton;Tumbleton;Chutebourg;Tumbleton;Tumbleton;Ladera;;;;;;;;;x
b_caltrop_hill;Caltrop Hill;Colline de Caltrope;Caltrop Hill;Caltrop Hill;Colina de los Abrojos;;;;;;;;;x
b_littleton;Littleton;Bourgade;Littleton;Littleton;Littleton;;;;;;;;;x
b_brockdish;Brockdish;Blaireaux;Brockdish;Brockdish;Brockdish;;;;;;;;;x
b_harp_hall;Harp Hall;Harpiste;Harp Hall;Harp Hall;Torre del Arpa;;;;;;;;;x
b_goldlanes;Goldlanes;Sentier d'Or;Goldlanes;Goldlanes;Arpasdoradas;;;;;;;;;x
b_turweston;Turweston;Turwesbourg;Turweston;Turweston;Fonda del Bardo;;;;;;;;;x
b_ashendon;Ashendon;Cendredon;Ashendon;Ashendon;Ashendon;;;;;;;;;x
b_hammerhal;Hammerhal;Martelerie;Hammerhal;Hammerhal;Martillán;;;;;;;;;x
b_goldenrod;Goldenrod;Tige d'Or;Goldenrod;Goldenrod;Vara de Oro;;;;;;;;;x
b_bootbridge;Bootbridge;Coffrepont;Bootbridge;Bootbridge;Puentebotas;;;;;;;;;x
b_wharfemeadows;Wharfemeadows;Pré de l'Embarcadère;Wharfemeadows;Wharfemeadows;Prado del Muelle;;;;;;;;;x
b_caswell_castle;Caswell Castle;Château Casbon;Caswell Castle;Caswell Castle;Castillo de Caswell;;;;;;;;;x
b_bitterbridge;Bitterbridge;Pont-Ferment;Bitterbridge;Bitterbridge;Puenteamargo;;;;;;;;;x
b_gedgrave;Gedgrave;Gepulture;Gedgrave;Gedgrave;Tumba de Ged;;;;;;;;;x
b_knettishall;Knettishall;Castel Knettis;Knettishall;Knettishall;Castillo de Knettis;;;;;;;;;x
b_bittering;Bittering;Fermente;Bittering;Bittering;Amargosa;;;;;;;;;x
b_leygood_keep;Leygood Keep;Tour Bonleu;Leygood Keep;Leygood Keep;Fuerte Leygood;;;;;;;;;x
b_bellcross_hill;Belcross Hill;Colline Belcroix;Belcross Hill;Belcross Hill;Colinas de Belcross;;;;;;;;;x
b_ambleton;Ambleton;Balladebourg;Ambleton;Ambleton;Viñales;;;;;;;;;x
b_harvestway;Harvestway;Récoltes;Harvestway;Harvestway;Villavendimio;;;;;;;;;x
b_longtable;Longtable;Longuetable;Longtable;Longtable;Granmesa;;;;;;;;;x
b_hornbridge;Hornbridge;Cornepont;Hornbridge;Hornbridge;Puentecuerno;;;;;;;;;x
b_bounty_hall;Bounty Hall;Chasseur;Bounty Hall;Bounty Hall;Palacio de la Abundancia;;;;;;;;;x
b_leakton;Leakton;Gouttière;Leakton;Leakton;Regadío;;;;;;;;;x
b_felbrigg;Felbrigg;Felbride;Felbrigg;Felbrigg;Villafértil;;;;;;;;;x
b_rosewatch;Rosewatch;Rosegarde;Rosewatch;Rosewatch;Fuertehurón;;;;;;;;;x
b_blackbridge;Blackbridge;Noirpont;Blackbridge;Blackbridge;Puentenegro;;;;;;;;;x
b_boningale;Boningale;Bonvents;Boningale;Boningale;Atalaya de las Rosas;;;;;;;;;x
b_lilyhurs;Lilyhurst;Les Lilas;Lilyhurst;Lilyhurst;Las Lilas;OJO;;;;;;;;x
b_cider_hall;Cider Hall;Cidre;Cider Hall;Cider Hall;La Sidra;;;;;;;;;x
b_redgrove;Redgrove;Rufbosc;Redgrove;Redgrove;Manzana Roja;;;;;;;;;x
b_pearford;Pearford;Poiregué;Pearford;Pearford;Puertarroble;;;;;;;;;x
b_waypress;Waypress;Pressentier;Waypress;Waypress;Visagra;;;;;;;;;x
b_eldersfield;Eldersfield;Chmps des Surreaux;Eldersfield;Eldersfield;Tributaria;;;;;;;;;x
b_inchbrook;Inchbrook;Rusétroit;Inchbrook;Inchbrook;Piedemonte;;;;;;;;;x
b_pitchford;Pitchford;Fourchegué;Pitchford;Pitchford;Hoces del Mander;;;;;;;;;x
b_the_harebell;The Harebell;La Clochelièvre;The Harebell;The Harebell;Posada de las Rosas;;;;;;;;;x
b_sheriffhales;Sheriffhales;Forjuste;Sheriffhales;Sheriffhales;Fuertejusto;;;;;;;;;x
b_holyhall;Holyhall;Sacristie;Holyhall;Holyhall;Sacramento;;;;;;;;;x
b_mothersford;Mothersford;Mèregué;Mothersford;Mothersford;Vado de la Madre;;;;;;;;;x
b_browntoft;Browntoft;Brunegrange;Browntoft;Browntoft;Madre Celestial;;;;;;;;;x
b_cowford;Cowford;Gué des Vaches;Cowford;Cowford;Vado de la Vaca;;;;;;;;;x
b_the_greygate;The Greygate;Portegrise;The Greygate;The Greygate;Puertagrís;;;;;;;;;x
b_appleton;Appleton;Pommebourg;Appleton;Appleton;Manzanares;;;;;;;;;x
b_flatford;Flatford;Plagué;Flatford;Flatford;Ribera Azul;;;;;;;;;x
b_landwade;Landwade;Terravancé;Landwade;Landwade;Terruño;;;;;;;;;x
b_grassy_vale;Grassfield Keep;Fort-Herbeux;;;Torreón de la Hierba;;;;;;;;;x
b_bluebridge;Grassy Vale;Herbeval;Grassy Vale;Grassy Vale;Valdehierba;;;;;;;;;x
b_threeflowers;Threeflowers;Troisfleurs;Threeflowers;Threeflowers;Florida;;;;;;;;;x
b_apperly;Apperly;Apperleu;Apperly;Apperly;Villacopiosa;;;;;;;;;x
b_olivepike;Olivepike;Picolive;Olivepike;Olivepike;Refugio del Arriero;;;;;;;;;x
b_hastwyck;Hastwyck;Hastwyck;Hastwyck;Hastwyck;Hastwyck;;;;;;;;;x
b_earnley;Earnley;Gagneleu;Earnley;Earnley;Fonda del Tropero;;;;;;;;;x
b_nyewood;Nyewood;Boynye;Nyewood;Nyewood;Mantecada;;;;;;;;;x
b_chesterfield;Greenshield Castle;Bouclier Vert;Chesterfield;Chesterfield;Castillo Escudoverde;;;;;;;;;x
b_greenwatch;Greenwatch;Vergarde;Greenwatch;Greenwatch;Atalaya Verde;;;;;;;;;x
b_hurl_harbour;Hurl Harbour;Port-Hurle;Hurl Harbour;Hurl Harbour;Puerto Verde;;;;;;;;;x
b_shipton;Shipton;Barque;Shipton;Shipton;La Barquera;;;;;;;;;x
b_grimstone;Grimston;Grimston;Grimstone;Grimstone;Piedrasombría;;;;;;;;;x
b_greywatch;Greywatch;Grigarde;Greywatch;Greywatch;Atalaya Gris;;;;;;;;;x
b_shieldport;Shieldport;Port-Bouclier;Shieldport;Shieldport;Puerto Gris;;;;;;;;;x
b_sailbrook;Sailbrook;Rusvoile;Sailbrook;Sailbrook;Barcoluengos;;;;;;;;;x
b_oak_castle;Oakenshield Castle;Bouclier de Chêne;Oak Castle;Oak Castle;Castillo del Escudo de Roble;;;;;;;;;x
b_lord_hewetts_town;Lord Hewett's Town;Houëttlord;Lord Hewett's Town;Lord Hewett's Town;Villa de Lord Hewett;;;;;;;;;x
b_oakenhaven;Oakenhaven;Havre-Chêne;Oakenhaven;Oakenhaven;Puerto de Roble;;;;;;;;;x
b_brighstone;Brighstone;Pierclaire;Brighstone;Brighstone;Brighstone;;;;;;;;;x
b_south_castle;Southshield Castle;Bouclier du Sud;South Castle;South Castle;Castillo del Escudo Sur;;;;;;;;;x
b_longwatch;Longwatch;Longuegarde;Longwatch;Longwatch;Guardalarga;;;;;;;;;x
b_south_harbour;South Harbour;Port-Sud;South Harbour;South Harbour;Puerto del Sur;;;;;;;;;x
b_whiterose;Whiterose;Blancherose;Whiterose;Whiterose;Rosablanca;;;;;;;;;x
b_highgarden;Highgarden;Hautjardin;Highgarden;Highgarden;Altojardín;;;;;;;;;x
b_hazelton;Hazelton;Hase;Hazelton;Hazelton;Jardinera;;;;;;;;;x
b_rosebury;Rosebury;Rosebourg;Rosebury;Rosebury;Villarosa;;;;;;;;;x
b_thornton_hall;Thornton Hall;Epinebourg;Thornton Hall;Thornton Hall;Salon de Thornton;;;;;;;;;x
b_rose_sept;Highgarden;Hautjardin;;;Altojardín;;;;;;;;;x
b_queenhill;Queenhill;Reine-Colline;Queenhill;Queenhill;Colina Reina;;;;;;;;;x
b_westbrook;Westbrook;Ouestrus;Westbrook;Westbrook;Arrollo del Oeste;;;;;;;;;x
b_greenbarr;Greenbarr;Verbarr;Greenbarr;Greenbarr;Greenbarr;;;;;;;;;x
b_smithshill;Smithshill;Forge-les-collines;Smithshill;Smithshill;Colina del Herrero;;;;;;;;;x
b_faircove;Faircove;Boncrique;Faircove;Faircove;Cala del Justo;;;;;;;;;x
b_lordsmane;Lordsmane;Lord-Crinière;Lordsmane;Lordsmane;Crin del Señor;;;;;;;;;x
b_cobble_cover;Cobble Cover;Toits-de-lauzes;Cobble Cover;Cobble Cover;Cala de la Piedra;;;;;;;;;x
b_pondersbridge;Pondersbridge;Pont Pondre;Pondersbridge;Pondersbridge;Puente del Pensador;;;;;;;;;x
b_poolbrook;Poolbrook;Rusbassin;Poolbrook;Poolbrook;Charco del Arroyo;;;;;;;;;x
b_nettleton;Nettleton;Bourg-Orties;Nettleton;Nettleton;Vegabaja;;;;;;;;;x
b_trimpley;Trimpley;Trompleu;Trimpley;Trimpley;Bonanza;;;;;;;;;x
b_bournheath;Bournheath;Rusbruyère;Bournheath;Bournheath;El Raiguero;;;;;;;;;x
b_congrove_hall;Congrove Hall;Conbosc;Congrove Hall;Congrove Hall;Torre de las Plumas;;;;;;;;;x
b_hangleton;Hangleton;Angleville;Hangleton;Hangleton;Tres Cantores;;;;;;;;;x
b_brightling;Brightling;Brillant;Brightling;Brightling;Las Plumas;;;;;;;;;x
b_new_barrel;New Barrel;La Tonnelle;New Barrel;New Barrel;Nuevo Barril;;;;;;;;;x
b_applesford;Applesford;Pommegué;Applesford;Applesford;Manzana Verde;;;;;;;;;x
b_fossberry;Fossberry;Fossobaie;Fossberry;Fossberry;El Tonel;;;;;;;;;x
b_chalgrove;Chalgrove;Boschal;Chalgrove;Chalgrove;Manzanillo;;;;;;;;;x
b_bushley;Bushley;Montleu;Bushley;Bushley;Campiña;;;;;;;;;x
b_ashford_castle;Ashford Castle;Castel Cendregué;Ashford Castle;Ashford Castle;Castillo de Vado Ceniza;;;;;;;;;x
b_ashford;Ashford;Cendregué;Ashford;Ashford;Vado Ceniza;;;;;;;;;x
b_whitecrest;Whitecrest;Blanchecreste;Whitecrest;Whitecrest;Casas Blancas;;;;;;;;;x
b_bannisters_wood;Bannister's Wood;Bois de Bannister;Bannister's Wood;Bannister's Wood;Bosque de Bannister;;;;;;;;;x
b_fernhill_heath;Fernhill Heath;Colline des Fougères;Fernhill Heath;Fernhill Heath;Solfuerte;0;;;;;;;;x
b_kine_moor;Whitegrove;Boisblanc;Kine Moor;Kine Moor;Sotoblanco;;;;;;;;;x
b_cawthorne;Cawthorne;Epines;Cawthorne;Cawthorne;Flecha Llameante;;;;;;;;;x
b_wickersley;Wickersley;Osierleu;Wickersley;Wickersley;Arietes;;;;;;;;;x
b_starpike;Starpike;Stellepique;Starpike;Starpike;Picaestrella;;;;;;;;;x
b_knarsdale;Knarsdale;Pousse-Vallée;Knarsdale;Knarsdale;Granada;;;;;;;;;x
b_bingfield;Bingfield;Cérésol;Bingfield;Bingfield;Cerezal;;;;;;;;;x
b_plenmeller_2;Plenmeller;Pleinmélier;Plenmeller;Plenmeller;Viejo Tritón;;;;;;;;;x
b_rush_hall;Rush Hall;Rus;Rush Hall;Rush Hall;Cruz del Norte;;;;;;;;;x
b_norcross;Norcross;Norcroix;Norcross;Norcross;Cruz del Norte;;;;;;;;;x
b_paston;Paston;Pastille;Paston;Paston;Albinegra;;;;;;;;;x
b_watch_hill;Watch Hill;Colligarde;Watch Hill;Watch Hill;Colina de la Guardia;;;;;;;;;x
b_mouthswatch;Mouthswatch;Bouchegarde;Mouthswatch;Mouthswatch;El Pelícano;;;;;;;;;x
b_dunnsbridge;Dunnsbridge;Pont-Dunn;Dunnsbridge;Dunnsbridge;Pontones;;;;;;;;;x
b_rosemill;Rosemill;Rosemoulin;Rosemill;Rosemill;Molino de la Rosa;;;;;;;;;x
b_mandercross;Mandercross;Mandercroix;Mandercross;Mandercross;Cruce del Mander;;;;;;;;;x
b_brightwater_keep;Brightwater Keep;Rubriant;Brightwater Keep;Brightwater Keep;Fuerte Aguasclaras;;;;;;;;;x
b_brightwater;Brightwater;Rubriant;Brightwater;Brightwater;Aguasclaras;;;;;;;;;x
b_bluerose;Bluerose;Rosebleue;Bluerose;Bluerose;Florazul;;;;;;;;;x
b_foxleyhead;Foxleyhead;Tête-de-Renard;Foxleyhead;Foxleyhead;El Zorrezno;;;;;;;;;x
b_east_boldre;East Boldre;Boldre Oriental;East Boldre;East Boldre;Boldre Este;;;;;;;;;x
b_darkdell;Darkdell;Noirvallon;Darkdell;Darkdell;Fuertesombrío;;;;;;;;;x
b_wyvernston;Wyvernston;Vouivreville;Wyvernston;Wyvernston;Guivernal;;;;;;;;;x
b_lilycreek;Lilycreek;Ruisseau des Lilas;Lilycreek;Lilycreek;Arroyo Sombrío;;;;;;;;;x
b_winkfield;Winkfield;Clinchamps;Winkfield;Winkfield;Bestiario;;;;;;;;;x
b_windflower_keep;Windflower Keep;Fleur-du-Vent;Windflower Keep;Windflower Keep;Fuertemejana;;;;;;;;;x
b_middlebury;Middlebury;Mitombe;Middlebury;Middlebury;Villamediana;;;;;;;;;x
b_mayford;Mayford;Formai;Mayford;Mayford;Mejana;;;;;;;;;x
b_oldlands;Oldlands;Vieilles Terres;Oldlands;Oldlands;Islares;;;;;;;;;x
b_horn_hill;Horn Hill;Corcolline;Horn Hill;Horn Hill;Colina Cuerno;;;;;;;;;x
