#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#events;;;;;;;;;;;;;;x
drowned_god_DESC;The Ironborn worship the Drowned God, who commands them to reave and reap, and to whose halls they will go in death, to be waited on by mermaids. Worshipers of the Drowned God are baptized in a ritual drowning shortly after birth, for what is dead may never die.;Les Fer-nés croient au Dieu Noyé, ennemi juré du Dieu des Tornades. Le Dieu Noyé commande aux marées, sa demeure se trouve sous la mer et les morts festoyent avec lui, servis par des sirènes. Le culte est représenté par des prêtres prédicateurs et leurs disciplines, les noyés, qui sont baptisés par une noyade ritualisée, car ce qui est mort ne saurait mourir à nouveau.;;;Los hijos del hierro adoran al Dios Ahogado, que les ordena saquear y segar, y a cuyas salas irán cuando mueran, para ser atendidos por sirenas. Los adoradores del Dios Ahogado son bautizados en un ritual poco después del nacimiento donde se los ahoga y manifiestan que lo que está muerto no puede morir.;;;;;;;;;x
drowned_god_FEATURES;§Y*§! Can take captives as concubines (known to the Ironborn as 'Salt Wives')\n§Y*§! Children of salt wives are considered legitimate, but are excluded from succession unless designated otherwise\n§Y*§! Independent kings may be able to freely invade neighbours\n§Y*§! Can sacrifice prisoners to the Drowned God\n§Y*§! Feudal elective kingdoms determine succession via Kingsmoot;§Y*§! Peut faire de leurs captives des concubines (les femme-sels)\n§Y*§! Les enfants des femme-sels sont consédérés comme légitimes mais sont exclus de la succession sauf si ils sont désignés d'une autre façon\n§Y*§! Les rois indépendants peuvent librement envahir leurs voisins\n§Y*§! Peut sacrifier des prisoniers aux Dieu-Noyé\n§Y*§! Les royaumes avec succession élective déterminent la succession grâce aux Etats Généraux de la royauté;;;§Y*§! Pueden tomar prisioneras como concubinas (esposas de sal)\n§Y*§! Los hijos de las esposas de sal son considerados legítimos pero están excluidos de la sucesión salvo si son designados específicamente\n§Y*§! Los reyes independientes pueden invadir a los vecinos libremente\n§Y*§! Pueden sacrificar prisioneros al Dios Ahogado\n§Y*§! Los reinos con sucesión electiva determinan la sucesión mediante una Asamblea de Sucesión;;;;;;;;;x
GOD_THE_DROWNED_GOD;the Drowned God;le Dieu-Noyé;the Drowned [This.Religion.GetRandomGodName];;el Dios Ahogado;;;;;;;;;x
storm_god;Storm God;Dieu des Tornades;Gott des Sturmes;;Dios de la Tormenta;;;;;;;;;x
storm_god_DESC;In the myths of the Ironborn, the Storm God is the greatest enemy of the Drowned God. He dwells in a hall of clouds, and sends his ravens to the world below. As those who believe in the Storm God see him as their enemy, worship of him is quite rare.;Dans les mythes, le Dieu des Tornades est le plus grand ennemi du Dieu Noyé. Contrôlant les vents, il est reconnu comme celui qui sème la rage, la discorde et la division au sein du peuple fer-né. Son culte est ainsi très rare, et souvent secret. ;;;El Dios de la Tormenta es un dios de los Hombres del Hierro. Es el eterno enemigo del Dios Ahogado. Vive en salas nubladas y los cuervos son sus criaturas. Pone trampas para atraer a los hijos del hierro a su destrucción y envía las tormentas en el mar. Como aquellos que creen en el Dios de la Tormenta lo ven como su enemigo, el culto de él es bastante raro.;;;;;;;;;x
GOD_STORM_GOD;the Storm God;le Dieu des Tornades;Gott des Sturmes;;Dios de la Tormenta;;;;;;;;;x
essos_religion;Eastern;Orientale (Essos);Eastern;;Essos;;;;;;;;;x
essos_group;Eastern Gods;Orientale (Essos);Eastern;;Essos;;;;;;;;;x
valyrian_rel_group;Valyrian Gods;Valyrien;;;Valyria;;;;;;;;;x
valyrian_rel;Valyrian;Valyrien;;;Valyria;;;;;;;;;x
valyrian_rel_DESC;The ancient religion of Old Valyria, capital of the greatest empire the world has ever known. When the Doom came to that city, the faith died with it, but was preserved beyond the Narrow Sea by the House Targaryen.;L'ancienne religion de l'Antique Valyria, capitale du plus grand empire que le monde ait jamais connu. Lorsque le Fléau s'est abattu sur la ville, la foi est morte avec son empire. Mais elle fut préservée un temps, grâce à la maison Targaryen.;;;La antigua religión de la Antigua Valyria, capital del mayor imperio que el mundo haya conocido. Cuando la Maldición llegó a esa ciudad, la fe murió con ella, pero fue preservada más allá del Mar Angosto por la Casa Targaryen.;;;;;;;;;x
valyrian_rel_FEATURES;§Y*§! Can arrange marriages between close family members\n§Y*§! Have a §G+5§! opinion boost with all other religions due to their religious tolerance\n§Y*§! Can choose another religion group to be their Syncretic Faith and recieve a §G+10§! opinion boost with its members;§Y*§! Peut arranger des mariages entre des membres de la famille proche;;;§Y*§! Pueden casarse entre parientes cercanos.;;;;;;;;;x
GOD_BALERION;Balerion;Balerion;;;Balerion;;;;;;;;;x
GOD_MERAXES;Meraxes;Meraxès;;;Meraxes;;;;;;;;;x
GOD_VHAGAR;Vhagar;Vhagar;;;Vhagar;;;;;;;;;x
GOD_URRAX;Urrax;Urrax;;;Urrax;;;;;;;;;x
GOD_SYRAX;Syrax;Syrax;;;Syrax;;;;;;;;;x
rhllor;R'hllor;R'hllor;R'hllor;;R'hllor;;;;;;;;;x
rhllor_DESC;The Red Priests worship R'hllor, the Lord of Light, the Heart of Fire, the God of Flame and Shadow. His religion is the largest in the world, spreading across Essos, and his priests are said to possess miraculous powers. The faith of R'hllor forbids the worship of false gods, and waits for the day when the legendary hero Azor Ahai will be reborn and lead them against the Great Other and his servants, for the night is dark and full of terrors.;Les Prêtres Rouges servent R'hllor, le Maître de la Lumière, Coeur du Feu, Dieu de la Flamme et de l'Ombre. Sa religion est la plus importante du monde, très répandue à travers Essos, et ses prêtres sont réputés pour avoir des pouvoirs miraculeux. La foi en R'hllor interdit de croire ou d'honorer les faux dieux, et attend le retour du légendaire héros Azor Ahai qui ressucitera et mènera ses fidèles pour affronter le dieu sans nom et ses serviteurs, car la nuit est sombre et pleine de terreur. ;;;Los Sacerdotes Rojos adoran a R'hllor, el Señor de la Luz, el Corazón de Fuego, el Dios de la Llama y la Sombra es una prominente deidad en Essos, pero que tiene pocos adeptos en Poniente, donde es comúnmente conocido como el Dios Rojo. Se dice que sus sacerdotes rojos poseen poderes milagrosos. La fe de R'hllor prohíbe la adoración de falsos dioses, y esperan el día en que renazca el legendario héroe Azor Ahai y luche contra el Gran Otro y sus siervos, porque la noche es oscura y alberga horrores.;;;;;;;;;x
rhllor_FEATURES;§Y*§! Can become 'favoured' or 'chosen' by R'hllor, and so gain access to mysterious protection and healing abilities;§Y*§! Peut devenir 'favorisé' ou 'choisi' par R'hllor, et gagne ainsi accès à de mystérieuses protections et capacités de soin;the_seven_DESC;the_seven_DESC;§Y*§! Pueden convertirse en 'favorecido' o 'elegido' por R'hllor, logrando acceso a misteriosas protecciones y capacidades de curación;the_seven_DESC;the_seven_DESC;the_seven_DESC;the_seven_DESC;the_seven_DESC;the_seven_DESC;the_seven_DESC;the_seven_DESC;x
GOD_RHLLOR;R'hllor;R'hllor;R'hllor;;R'hllor;;;;;;;;;x
GOD_GOD_OF_LIGHT;the Lord of Light;le Dieu de la Lumière;Der Herr des Lichts;;el Señor de la Luz;;;;;;;;;x
GOD_THE_HOLY_FIRE;the Holy Fire;le Feu Sacré;Das Heilige Feuer;;el Fuego Sagrado;;;;;;;;;x
THE_FIRE;the Books of Fire;le Feu Sacré;Das Feuer;;el Fuego;;;;;;;;;x
black_goat;Black Goat of Qohor;Chèvre Noire de Qohor;Black Goat of Qohor;;Cabra Negra de Qohor;;;;;;;;;x
black_goat_DESC;The grim and sinister diety worhsipped by the people of Qohor.  The Black Goat is said to demand daily blood sacrifice from it's worhsippers and animals and prisones are constantly offered up at it's bloody altars.;La Chèvre Noire est une divinité vénérée à Qohor. La statuaire de la divinité semble se faire sous la forme d'une imposante chèvre à la toison broussailleuse, de la taille d'un auroch. Son culte semble jouir d'une mauvaise réputation et elle est considérée comme un avatar du dieu Multiface par les adorateurs de ce dernier.;;;La sombría y siniestra deidad que adoran las gentes de Qohor es la Cabra Negra. Se dice que exige sacrificios de sangre todos los días a sus fieles y que los animales y los presos son constantemente ofrecidos en sus sangrientos altares.;;;;;;;;;x
black_goat_FEATURES;§Y*§! Can sacrifice prisoners to the Black Goat;§Y*§! Peut sacrifier des prisonniers à la Chèvre Noire;;;§Y*§! Pueden sacrificar prisioneros a la Cabra Negra;;;;;;;;;x
GOD_THE_BLACK_GOAT;the Black Goat;Chèvre Noire de Qohor;Black Goat of Qohor;;La Cabra Negra de Qohor;;;;;;;;;x
trios;Trios;Trios;Trios;;Trios;;;;;;;;;x
trios_DESC;Trios is the three-headed god of Tyrosh.;Trios est le dieu à trois tête de Tyrosh.;;;Trios es una deidad tricéfala venerada en Essos. Hay una gran estatua de él cerca del Templo de Trios en Tyrosh. También hay una torre con tres torretas dedicada a Trios en Braavos.;;;;;;;;;x
GOD_TRIOS;The Trios;Trios;Trios;;Trios;;;;;;;;;x
GOD_THE_DRUNKEN_GOD;The Drunken God;Le Dieu Ivre;;;El Dios Borracho;;;;;;;;;x
gods_lorath;Gods of Lorath;Dieux de Lorath;;;Dioses de Lorath;;;;;;;;;x
gods_lorath_DESC;The Gods of Lorath are the gods worshipped by the peoples of the Free City of Lorath;Les Dieux de Lorath sont les dieux honorés par les habitants de la cité libre de Lorath;;;Los dioses de Lorath son los dioses adorados por los pueblos de la Ciudad Libre de Lorath.;;;;;;;;;x
GOD_LORATH;The Gods of Lorath;Les Dieux de Lorath;;;Los Dioses de Lorath;;;;;;;;;x
moonsingers;Moonsingers;Chantelunes;Moonsingers;;Cantoras Lunares;;;;;;;;;x
moonsingers_DESC;The Moonsingers are an ancient religion of western Essos, whose followers were driven out by the Valyrian Freehold, but were able to take refuge in the Free City of Braavos. As the city's founders, they have its greatest temple.;Les Chantelunes forment une ancienne religion à l'ouest d'Essos. Ils semblent que ce soient eux qui aient conduit les fondateurs de Braavos hors des Possessions de Valyria. Ayant joué un grand rôle dans les premières années de cette cité libre, c'est tout naturellement que les Chantelunes y possèdent leur plus grand temple. ;;;Las cantoras lunares son las sacerdotisas de los Jogos Nhai, una tribu nómada del Oriente Más Lejano. Sin embargo, su religión se ha extendido por Essos gracias a que varias cantoras lunares estaban entre los esclavos fugitivos que fundaron Braavos. ;;;;;;;;;x
moonsingers_FEATURES;§Y*§! Is a traditional anti-slavery religion\n§Y*§! Have a §G+5§! opinion boost with all other religions due to their religious tolerance\n§Y*§! Can choose another religion group to be their Syncretic Faith and recieve a §G+10§! opinion boost with its members;§Y*§! Est une religion traditionnellement contre l'esclavage;;;§Y*§! Es una religión tradicionalmente opuesta al esclavismo;;;;;;;;;x
GOD_MANY_FACED_GOD;the Many-Faced God;le Dieu Multiface;Gott der vielen Gesichter;;Dios de Muchos Rostros;;;;;;;;;x
bearded_priests;Bearded Priests;Prêtres à Barbe;Bearded Priests;;Clérigos Barbudos;;;;;;;;;x
bearded_priests_DESC;The Bearded Priests were originally a sect that abandoned Valyria, finding the religious tolerance of the Freehold intolerable. The Bearded Priests of Norvos worship a secret god who's name is revealed only to initates of the temple. These Bearded Priests are forbidden to cut their hair, wear only hair shirts and traditionally wed their axes.;Les Prêtres à Barbe de Norvos dirigent la cité. Des enfants sont donnés au temple. Leur entraînement dure jusqu'à au moins seize ans. À la fin de cette formation, les gardes formés « épousent » leur hallebarde qui sera leur arme pour la vie. À la fin de la cérémonie, les prêtres à barbe marquent au fer rouge le symbole d'une hallebarde sur la poitrine de l'étudiant, qui doit jurer de « servir, obéir et protéger »;;;Los Sacerdotes Barbudos de Norvos adoran a un dios cuyo nombre solo es revelado a los iniciados del templo. Los Sacerdotes Barbudos tienen prohibido cortarse el pelo y sólo visten cilicios, túnicas de tela áspera muy incómodas hechas para provocar incomodidad al que las lleva a modo de penintencia, y tradicionalmente se casan con sus hachas.;;;;;;;;;x
GOD_THE_AXE;The Axe;la Hache;The Axe;;La Alabarda;;;;;;;;;x
bearded_priest;Bearded Priest;Prêtre à Barbe;Bearded Priest;;Clérigo barbudo;;;;;;;;;x
bearded_priest_desc;This character is a Bearded Priest.;Ce personnage est un Prêtre à Barbe.;;;Este personaje es un clérigo barbudo.;;;;;;;;;x
ibben_rel;Ibbenese Gods;Ibbenese;;;Ibbenesa;;;;;;;;;x
gods_ibben;Gods of Ibben;Dieux d'Ibben;;;Dioses de Ibben;;;;;;;;;x
gods_ibben_DESC;The Gods of Ibben are the gods worshipped by the peoples of Ibben.;Les Dieux d'Ibben son les dieux honorés par les Ibbeniens;;;Los dioses de Ibben son los dioses adorados por los pueblos de Ibben.;;;;;;;;;x
GOD_IBBEN;The Gods of Ibben;Les Dieux d'Ibben;;;Los Dioses de Ibben;;;;;;;;;x
asshai_rel;Asshai'i;Asshai'i;;;Asshaíta;;;;;;;;;x
shadowbinders;Shadowbinders;Ensorceleur d'ombres;;;Domadores de Sombras;;;;;;;;;x
shadowbinders_DESC;Shadowbinders;Ensorceleur d'ombres;;;Los domadores de sombras son aquellos practicantes de la magia que emplean sombras para que hagan cumplir su voluntad. Posiblemente sean originarios de Asshai.;;;;;;;;;x
shadowbinder;Shadowbinder;Ensorceleur d'ombres;;;Domador de sombras;;;;;;;;;x
